N	rho	t0	t1	var	Ne	group
1e3	100	29	29	5.290172391863802e-4	945.621594169422	A
1e3	100	30	30	4.96945969635737e-4	1006.6489228783086	A
1e3	100	31	31	5.001949685781138e-4	1000.1102699704761	A
1e3	100	32	32	4.913791306508289e-4	1018.0532583871698	A
1e3	100	33	33	5.215429340864215e-4	959.1734301583655	A
1e3	100	34	34	4.943889446802749e-4	1011.855403413292	A
1e3	100	35	35	4.912577304677727e-4	1018.3048408952181	A
1e3	100	36	36	5.195360611273853e-4	962.8785420149588	A
1e3	100	37	37	4.815140570408838e-4	1038.9107394637424	A
1e3	100	38	38	4.8628362445680956e-4	1028.7208943573262	A
1e3	100	39	39	5.20854303819617e-4	960.4415695406801	A
1e3	100	40	40	5.16541311150456e-4	968.4610199876548	A
1e3	100	41	41	5.067268443612418e-4	987.2185194631343	A
1e3	100	42	42	5.488923433755482e-4	911.3811316552902	A
1e3	100	43	43	4.945329141748271e-4	1011.5608298736674	A
1e3	100	44	44	5.094411123283667e-4	981.9586856195634	A
1e3	100	45	45	5.096592271283904e-4	981.5384445821308	A
1e3	100	46	46	4.871196165145377e-4	1026.9554091086407	A
1e3	100	47	47	5.117162080709389e-4	977.5928867845864	A
1e3	100	48	48	5.460863358459273e-4	916.0641682923773	A
1e3	100	49	49	4.844080269443952e-4	1032.7040371689682	A
1e3	2e3	1	1	5.233164149224823e-4	955.9228619584427	A
1e3	2e3	2	2	5.135981930142138e-4	974.0106796845504	A
1e3	2e3	3	3	5.056915033200309e-4	989.2397277356348	A
1e3	2e3	4	4	5.192571770095672e-4	963.3956875540965	A
1e3	2e3	5	5	5.247798696225222e-4	953.2570779103335	A
1e3	2e3	6	6	5.149760944215169e-4	971.4045573794496	A
1e3	2e3	7	7	5.084880462891989e-4	983.7991840972749	A
1e3	2e3	8	8	5.205521298813708e-4	960.9990937440477	A
1e3	2e3	9	9	5.060150513128944e-4	988.6072040042966	A
1e3	2e3	10	10	5.125175525313166e-4	976.064375925865	A
1e3	2e3	11	11	5.149538892524996e-4	971.4464450179953	A
1e3	2e3	12	12	4.97189143681331e-4	1006.1565732480316	A
1e3	2e3	13	13	5.070620675387053e-4	986.5658606465291	A
1e3	2e3	14	14	5.130891839634191e-4	974.9769449402323	A
1e3	2e3	15	15	4.983314637704927e-4	1003.8501708832944	A
1e3	2e3	16	16	5.102294422809308e-4	980.4415104432469	A
1e3	2e3	17	17	5.099490164906012e-4	980.9806645087456	A
1e3	2e3	18	18	5.01185811085616e-4	998.1330556404658	A
1e3	2e3	19	19	5.008267998922708e-4	998.8485543707653	A
1e3	2e3	20	20	5.160878112787292e-4	969.3120320416862	A
1e3	2e3	21	21	5.110508072590403e-4	978.8657369422089	A
1e3	2e3	22	22	5.099928327385147e-4	980.89638314392	A
1e3	2e3	23	23	5.044366038902536e-4	991.70068390074	A
1e3	2e3	24	24	5.053753719184454e-4	989.8585345849792	A
1e3	2e3	25	25	4.902594773815753e-4	1020.378285666837	A
1e3	2e3	26	26	4.915614935209718e-4	1017.6755739741213	A
1e3	2e3	27	27	5.15299267299412e-4	970.7953354644758	A
1e3	2e3	28	28	4.949430160653177e-4	1010.722666700914	A
1e3	2e3	29	29	5.064896719749005e-4	987.6808012924724	A
1e3	2e3	30	30	5.068808990964407e-4	986.918477208888	A
1e3	2e3	31	31	5.044371465119887e-4	991.6996171308768	A
1e3	2e3	32	32	5.105321986131825e-4	979.8600880050628	A
1e3	2e3	33	33	4.992092672702205e-4	1002.0850129606013	A
1e3	2e3	34	34	5.005838927182014e-4	999.3332433174031	A
1e3	2e3	35	35	4.948002522974665e-4	1011.0142885735399	A
1e3	2e3	36	36	5.061443499746496e-4	988.3546563101742	A
1e3	2e3	37	37	5.01071112958548e-4	998.3615341719278	A
1e3	2e3	38	38	5.140071779642324e-4	973.2356794000679	A
1e3	2e3	39	39	4.911135620556357e-4	1018.6037684820859	A
1e3	2e3	40	40	5.010986341049365e-4	998.3067025438598	A
1e3	2e3	41	41	4.7824766923896644e-4	1046.006404711971	A
1e3	2e3	42	42	4.967230134042133e-4	1007.1007615172597	A
1e3	2e3	43	43	5.146853135652916e-4	971.9533701034405	A
1e3	2e3	44	44	5.035966317784623e-4	993.3547873342347	A
1e3	2e3	45	45	5.057193005863072e-4	989.1853533819348	A
1e3	2e3	46	46	5.075343433299926e-4	985.6478317907143	A
1e3	2e3	47	47	4.920133412918639e-4	1016.7409764723864	A
1e3	2e3	48	48	5.031391070905362e-4	994.2580849166926	A
1e3	2e3	49	49	5.109759031526504e-4	979.0092291555382	A
