L	N	Va	alpha	genlen	r	gen	kvar	zbar	ac_var	ac_cov	neut_ssh	sel_ssh	sel_het	neut_het	neut_ssh_delta	neut_ssh0	sel_ssh0	zvar0	var_type	variance
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	19	2.0344944944944947	0.13887252199642972	0.004529295344705429	-7.334091577315177e-4	62.08690924	55.35540852	0.11071081703999999	0.11292224589865772	0.9870894758683917	68.366516205	61.07594405	0.009832149342488387	offspring	0.008623623623623677
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	20	2.012832832832833	0.14671559623970654	0.00447040037870221	-8.10689279495965e-4	61.2853347	54.63561556	0.10927123111999999	0.11146436051798769	0.9857156011420136	68.366516205	61.07594405	0.009832149342488387	offspring	0.0032082082082082186
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	21	2.025125125125125	0.15444689331035472	0.0044073957127866575	-8.750012967565838e-4	60.409910535	53.865595335	0.10773119067	0.10987215913389836	0.9876733984803938	68.366516205	61.07594405	0.009832149342488387	offspring	0.006281281281281248
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	22	2.030990990990991	0.1618741922810735	0.004354687589694647	-9.455660151213861e-4	59.66526164	53.22141573	0.10644283146	0.10851780881015603	0.986125826951121	68.366516205	61.07594405	0.009832149342488387	offspring	0.00774774774774778
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	23	2.0182182182182182	0.16876051019891	0.0042961959558767224	-0.0010190891364207553	58.837455475	52.50655215	0.1050131043	0.10701221395183877	0.9875917256430268	68.366516205	61.07594405	0.009832149342488387	offspring	0.004554554554554557
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	24	2.0142742742742743	0.17535664229901834	0.00424148545840466	-0.0010707556941429704	58.107384185	51.83790025	0.1036758005	0.10568437704157724	0.9864454411251347	68.366516205	61.07594405	0.009832149342488387	offspring	0.0035685685685685753
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	25	2.0256256256256258	0.1815910972318569	0.004184128228984438	-0.001140660191681522	57.319764225	51.13690095	0.10227380189999999	0.10425187193081371	0.9861647150730234	68.366516205	61.07594405	0.009832149342488387	offspring	0.00640640640640644
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	26	2.0114914914914914	0.1877096824640072	0.004126518483904983	-0.0012051908154807763	56.526728955	50.432815495	0.10086563099	0.10280951757848023	0.9846747596930713	68.366516205	61.07594405	0.009832149342488387	offspring	0.002872872872872856
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	27	2.016756756756757	0.19357005475389524	0.004064119376748705	-0.0012623506098287432	55.66044325	49.67019619	0.09934039238	0.1012339370157506	0.9857450843243151	68.366516205	61.07594405	0.009832149342488387	offspring	0.004189189189189202
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	28	2.017297297297297	0.19932785805928882	0.004004739643077285	-0.0013099588310479507	54.867008325	48.944478575	0.09788895715	0.09979085578007348	0.9867164232705593	68.366516205	61.07594405	0.009832149342488387	offspring	0.00432432432432428
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	29	2.0130930930930933	0.2047707924870946	0.003950289836518807	-0.0013532510989065734	54.13817821	48.279012745	0.09655802549	0.09846527629042232	0.9841969580749216	68.366516205	61.07594405	0.009832149342488387	offspring	0.003273273273273314
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	30	2.0174174174174175	0.21027217333125198	0.003889253427216374	-0.001411290418561874	53.28263031	47.53304784	0.09506609568	0.09690922540104034	0.9823443659870627	68.366516205	61.07594405	0.009832149342488387	offspring	0.004354354354354384
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	31	2.0163363363363365	0.21543681585100294	0.003820384205383383	-0.0014467398097725876	52.34189169	46.691353135	0.09338270627	0.09519823158488232	0.9834832458841917	68.366516205	61.07594405	0.009832149342488387	offspring	0.004084084084084116
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	32	2.0304304304304304	0.2208068521227466	0.003757091849309343	-0.0014860017373753006	51.477373535	45.917816865	0.09183563373	0.09362586580153504	0.9864070034667902	68.366516205	61.07594405	0.009832149342488387	offspring	0.007607607607607592
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	33	2.026046046046046	0.225934533998459	0.003705421527361772	-0.0015141726926413415	50.777641775	45.28632089	0.09057264178	0.09235320973227601	0.9852591989538096	68.366516205	61.07594405	0.009832149342488387	offspring	0.006511511511511525
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	34	2.013933933933934	0.23047915851717607	0.003649936400913803	-0.0015225744542724203	50.02913866	44.608201755	0.08921640351	0.09099184944163544	0.9860604657869599	68.366516205	61.07594405	0.009832149342488387	offspring	0.003483483483483485
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	35	2.0113113113113115	0.23462399420106803	0.0036003087175887896	-0.0015490303481170515	49.33175577	44.00167017	0.08800334034	0.08972346544323596	0.9856435995649135	68.366516205	61.07594405	0.009832149342488387	offspring	0.002827827827827867
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	36	2.0184784784784786	0.23867879426764813	0.0035471649102653026	-0.0015712816034665548	48.62352933	43.35216579	0.08670433158	0.08843535944490923	0.98633783038472	68.366516205	61.07594405	0.009832149342488387	offspring	0.004619619619619653
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	37	2.0063663663663664	0.24263319950526543	0.0034988916128968883	-0.0015906877917526276	47.959226425	42.76218702	0.08552437404	0.08722714056418462	0.9849780691077944	68.366516205	61.07594405	0.009832149342488387	offspring	0.0015915915915916123
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	38	2.022742742742743	0.24652314742594358	0.003446957409383244	-0.0016043096138628114	47.23878624	42.12746598	0.08425493195999999	0.08591682048670474	0.9854748047184372	68.366516205	61.07594405	0.009832149342488387	offspring	0.005685685685685726
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	39	1.9956756756756757	0.25045504375923294	0.003396011576651645	-0.0016184143565074617	46.552633645	41.50482445	0.0830096489	0.08466886189116438	0.9859356480238508	68.366516205	61.07594405	0.009832149342488387	offspring	-0.00108108108108107
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	40	2.0273873873873876	0.25398970908773444	0.003347251679618384	-0.0016295793500181457	45.89790102	40.908898635	0.08181779727	0.08347804921610708	0.985564409694655	68.366516205	61.07594405	0.009832149342488387	offspring	0.006846846846846888
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	41	2.016876876876877	0.25774933556801377	0.0033006517303596186	-0.001647674489827912	45.235337725	40.33937092	0.08067874184	0.08227299429813392	0.9857719280463269	68.366516205	61.07594405	0.009832149342488387	offspring	0.004219219219219195
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	42	2.002222222222222	0.26092245162074734	0.0032533887807781278	-0.0016606304372052678	44.591726085	39.761740255	0.07952348051	0.08110240821541594	0.9853510004579139	68.366516205	61.07594405	0.009832149342488387	offspring	5.555555555555314e-4
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	43	2.0114714714714714	0.2642188550812773	0.003207595384202797	-0.0016741876288629725	43.93850191	39.202069935	0.07840413987	0.07991433907460622	0.9860897186196307	68.366516205	61.07594405	0.009832149342488387	offspring	0.002867867867867857
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	44	2.0113313313313315	0.26756347363800975	0.0031633028846316308	-0.0016773972812598938	43.327304985	38.660743035	0.07732148607	0.0788027081317522	0.9882758379461667	68.366516205	61.07594405	0.009832149342488387	offspring	0.0028328328328328656
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	45	2.00984984984985	0.27051981359508487	0.003125771155537401	-0.0016692944443696845	42.81932864	38.202043825	0.07640408765	0.07787881241133461	0.984190944568719	68.366516205	61.07594405	0.009832149342488387	offspring	0.0024624624624625113
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	46	2.0208008008008007	0.27290038601077077	0.0030768570815447476	-0.0016695465816017408	42.1423955	37.604233715	0.07520846743	0.07664762194900149	0.9868005585966275	68.366516205	61.07594405	0.009832149342488387	offspring	0.005200200200200178
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	47	2.012832832832833	0.2761370641399305	0.0030347328637372875	-0.0016664727677877774	41.58613942	37.08940677	0.07417881354	0.0756359161543778	0.9878215370057544	68.366516205	61.07594405	0.009832149342488387	offspring	0.0032082082082082186
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	48	2.0043643643643643	0.27901705287039313	0.0029959049364673912	-0.0016634904057081462	41.07968416	36.614865895	0.07322973179	0.07471478694845585	0.9878850711689602	68.366516205	61.07594405	0.009832149342488387	offspring	0.0010910910910910676
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	49	2.0074474474474475	0.2815576175549102	0.002960726136234319	-0.001653693738593035	40.58200671	36.18492333	0.07236984665999999	0.073809622621949	0.9884892912433308	68.366516205	61.07594405	0.009832149342488387	offspring	0.0018618618618618799
500	1e3	0.01	0.012789150186343174	0.01	0.009900663346622374	50	2.001761761761762	0.28398461458577257	0.0029274815374413328	-0.0016461074282070375	40.11487905	35.778619875	0.07155723974999999	0.07296002155250808	NA	68.366516205	61.07594405	0.009832149342488387	offspring	4.404404404404483e-4
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	1	2.007127127127127	0.020858976062423856	0.005016402609265522	-3.181148689206892e-5	67.26791774	61.30865722	0.12261731444	0.12162640848355542	0.999074519962984	67.08573257	61.138719975	0.009928099832959563	offspring	NA
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	2	2.005005005005005	0.020552420132457207	0.005013683525723144	-3.812131699931066e-5	67.205662625	61.275425565	0.12255085113	0.12151384567052995	0.9994634821145773	67.08573257	61.138719975	0.009928099832959563	offspring	NA
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	3	2.0002602602602604	0.020310065736426006	0.005012343508544173	-3.8643975251118804e-5	67.169605585	61.25904836	0.12251809672	0.1214486513190012	0.9995121926842561	67.08573257	61.138719975	0.009928099832959563	offspring	NA
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	4	2.0215015015015014	0.020728143056017563	0.005007970219579746	-5.112478501142706e-5	67.13683976	61.205599605	0.12241119921	0.12138940777840056	0.9992387608624014	67.08573257	61.138719975	0.009928099832959563	offspring	NA
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	5	2.037897897897898	0.020650001348379007	0.005002497988321528	-4.636923836890675e-5	67.08573257	61.138719975	0.12227743995	0.12129700141030972	0.9997050506234041	67.08573257	61.138719975	0.009928099832959563	offspring	0.00947447447447447
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	6	2.0485685685685686	0.03085753367810695	0.004997756265112389	-4.96545172892905e-5	67.065945675	61.08076835	0.1221615367	0.12126122493536079	0.9989120886276088	67.08573257	61.138719975	0.009928099832959563	offspring	0.012142142142142154
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	7	2.032132132132132	0.04104984691911314	0.004993702010713566	-5.155868183929748e-5	66.99298387	61.03121872	0.12206243743999999	0.12112930346972353	0.9991453784158786	67.08573257	61.138719975	0.009928099832959563	offspring	0.008033033033033044
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	8	2.0336336336336336	0.050502563604843106	0.004988453698702435	-7.307715244000205e-5	66.93573022	60.96707575	0.1219341515	0.1210257837525087	0.9991118463964671	67.08573257	61.138719975	0.009928099832959563	offspring	0.008408408408408397
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	9	2.028928928928929	0.05970384559790957	0.004981047284004989	-7.829821114863294e-5	66.87628101	60.87655723	0.12175311446	0.12091829426654853	0.9982235296549724	67.08573257	61.138719975	0.009928099832959563	offspring	0.0072322322322322385
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	10	2.0430630630630633	0.06942411130553783	0.00497275381595861	-4.1981425573988854e-5	66.75747728	60.775197465	0.12155039493	0.12070348650261269	0.9982064941654727	67.08573257	61.138719975	0.009928099832959563	offspring	0.010765765765765822
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	11	2.046886886886887	0.07963509670581609	0.004965566122759839	-5.281724717094604e-5	66.637747355	60.68735208	0.12137470416	0.12048700409532247	0.9983285012711096	67.08573257	61.138719975	0.009928099832959563	offspring	0.0117217217217217
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	12	2.039039039039039	0.08932760995754	0.004955522617211368	-5.723795081052291e-5	66.526362445	60.56460399	0.12112920798	0.12028561022112932	0.9978301914505043	67.08573257	61.138719975	0.009928099832959563	offspring	0.009759759759759734
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	13	2.0674474474474476	0.0989616767929123	0.004946492931161197	-6.164413757448557e-5	66.382012975	60.454246435	0.12090849287000001	0.12002461347569021	0.9970424322613729	67.08573257	61.138719975	0.009928099832959563	offspring	0.016861861861861893
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	14	2.032252252252252	0.108617868858107	0.00493451775083885	-7.918916454759661e-5	66.185683675	60.307890115	0.12061578023	0.11966963255103333	0.9975495558707771	67.08573257	61.138719975	0.009928099832959563	offspring	0.008063063063063036
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	15	2.042142142142142	0.11830437120924331	0.004921064684339352	-1.1262325389678681e-4	66.023499355	60.143471605	0.12028694321000001	0.11937638880250238	0.9975373699275502	67.08573257	61.138719975	0.009928099832959563	offspring	0.010535535535535545
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	16	2.0454854854854854	0.127318164260578	0.00490906633363691	-1.1947627305523425e-4	65.8609079	59.996832105	0.11999366421	0.11908240891749687	0.9971036503886396	67.08573257	61.138719975	0.009928099832959563	offspring	0.011371371371371342
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	17	2.0492292292292293	0.13682459537709057	0.004895728145354989	-1.3717823480135857e-4	65.670151685	59.833817595	0.11966763519	0.11873750462870881	0.9965544743815221	67.08573257	61.138719975	0.009928099832959563	offspring	0.012307307307307336
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	18	2.044944944944945	0.14599620654172474	0.004878324238990003	-1.4316621689035446e-4	65.443883495	59.62111335	0.11924222670000001	0.11832839151463646	0.9963588836377933	67.08573257	61.138719975	0.009928099832959563	offspring	0.011236236236236263
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	19	2.0442442442442443	0.15547181580628824	0.004860251706215226	-1.6765872089991593e-4	65.2055947	59.400237395	0.11880047479	0.11789754407217892	0.995924016700978	67.08573257	61.138719975	0.009928099832959563	offspring	0.011061061061061084
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	20	2.0401001001001	0.1647952341836343	0.004840472918121722	-1.8583663848401082e-4	64.939817785	59.158508205	0.11831701640999999	0.11741699565154501	0.9965983889001452	67.08573257	61.138719975	0.009928099832959563	offspring	0.010025025025025003
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	21	2.0373973973973976	0.1744339051130737	0.0048218957766395865	-1.9238134545294e-4	64.71891778	58.931465105	0.11786293021000001	0.11701758869582511	0.9955650136027352	67.08573257	61.138719975	0.009928099832959563	offspring	0.00934934934934939
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	22	2.021841841841842	0.18378916847438373	0.004803325881321943	-2.357704685768699e-4	64.43189026	58.704510565	0.11740902113	0.1164986172817184	0.9956161928687763	67.08573257	61.138719975	0.009928099832959563	offspring	0.005460460460460448
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	23	2.025925925925926	0.19271497217243636	0.004781289656067421	-2.8706557936493453e-4	64.14943328	58.435191795	0.11687038359	0.11598790981250111	0.9956308431630778	67.08573257	61.138719975	0.009928099832959563	offspring	0.0064814814814815325
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	24	2.045925925925926	0.20213546019969672	0.004759417669434982	-3.201899164557822e-4	63.869154345	58.16788029	0.11633576058	0.11548114044334351	0.9955285143833699	67.08573257	61.138719975	0.009928099832959563	offspring	0.011481481481481537
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	25	2.0334334334334336	0.2113297081601607	0.004737710047430645	-3.475326914138437e-4	63.58356434	57.90257759	0.11580515518	0.11496476818485905	0.9955471042251419	67.08573257	61.138719975	0.009928099832959563	offspring	0.008358358358358409
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	26	2.032232232232232	0.22019617020134868	0.004715649418737098	-3.877051467146592e-4	63.300433355	57.63296057	0.11526592114	0.11445284205435116	0.9946271202743174	67.08573257	61.138719975	0.009928099832959563	offspring	0.008058058058058037
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	27	2.0363563563563565	0.22880915128584337	0.004689895054011121	-4.137567936030033e-4	62.96032774	57.318200045	0.11463640008999999	0.11383790069973058	0.9943499476135351	67.08573257	61.138719975	0.009928099832959563	offspring	0.00908908908908912
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	28	2.034034034034034	0.23697412843931046	0.004662935032573033	-4.168665125875056e-4	62.60459859	56.98870442	0.11397740883999999	0.11319471059721192	0.9939471949579669	67.08573257	61.138719975	0.009928099832959563	offspring	0.008508508508508483
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	29	2.026666666666667	0.24581718633565744	0.004636712724846583	-4.5102035733551806e-4	62.22566516	56.668224865	0.11333644973	0.11250956508217765	0.994866497864207	67.08573257	61.138719975	0.009928099832959563	offspring	0.00666666666666671
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	30	2.027227227227227	0.2541885803731321	0.004613202653789829	-4.7316115695153363e-4	61.906229575	56.380893285	0.11276178657	0.11193199698953114	0.9944614485108546	67.08573257	61.138719975	0.009928099832959563	offspring	0.006806806806806787
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	31	2.0314714714714714	0.2622022618798947	0.004587443727891318	-4.929177532571663e-4	61.563358735	56.066077015	0.11213215403	0.11131205586092176	0.9937690465094472	67.08573257	61.138719975	0.009928099832959563	offspring	0.007867867867867862
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	32	2.0244044044044043	0.2705144421520066	0.004558562179664349	-5.176981540259987e-4	61.17976031	55.713097185	0.11142619437000001	0.11061847561791453	0.9937861649330808	67.08573257	61.138719975	0.009928099832959563	offspring	0.00610110110110107
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	33	2.046166166166166	0.27862225180414074	0.004527483702531833	-5.27056600015662e-4	60.79959937	55.333267285	0.11066653457	0.10993111065507079	0.9943947537725362	67.08573257	61.138719975	0.009928099832959563	offspring	0.011541541541541522
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	34	2.0404604604604604	0.28707588007731355	0.004499394748548464	-5.616678106222766e-4	60.458802645	54.989974255	0.10997994851	0.10931491971179054	0.9943104849095379	67.08573257	61.138719975	0.009928099832959563	offspring	0.010115115115115092
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	35	2.032972972972973	0.2948885161431469	0.004471939126197157	-5.973260314498179e-4	60.114821375	54.654421575	0.10930884315	0.10869297082647765	0.993756759790422	67.08573257	61.138719975	0.009928099832959563	offspring	0.008243243243243215
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	36	2.029009009009009	0.30252261567237887	0.004444335280671004	-6.065530114291352e-4	59.739510105	54.317057365	0.10863411473	0.10801437450051529	0.993829828628455	67.08573257	61.138719975	0.009928099832959563	offspring	0.007252252252252234
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	37	2.0334934934934936	0.309928045196279	0.004410840940805934	-6.374459610584874e-4	59.37090709	53.907701665	0.10781540332999999	0.10734790729925688	0.9940068502834118	67.08573257	61.138719975	0.009928099832959563	offspring	0.008373373373373405
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	38	2.0191191191191193	0.31774477379017196	0.004380834461543109	-6.859565465856494e-4	59.015088354999996	53.540973335	0.10708194667	0.10670455521905	0.9933346249922768	67.08573257	61.138719975	0.009928099832959563	offspring	0.004779779779779836
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	39	2.0254454454454454	0.32489365296133405	0.004349301643105632	-7.311142296878122e-4	58.62173066	53.15559064	0.10631118128	0.10599332934348273	0.9931096952366913	67.08573257	61.138719975	0.009928099832959563	offspring	0.0063613613613613396
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	40	2.034114114114114	0.3321219527551533	0.004317519335608116	-7.564751524738996e-4	58.21780907	52.76715878	0.10553431756000001	0.10526300300142838	0.9931373772668152	67.08573257	61.138719975	0.009928099832959563	offspring	0.008528528528528478
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	41	2.015135135135135	0.3394253248605665	0.004288795825115965	-7.833194058791577e-4	57.81828221	52.41611043	0.10483222086	0.10454062272406747	0.9933628925777108	67.08573257	61.138719975	0.009928099832959563	offspring	0.003783783783783745
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	42	2.0203003003003004	0.34653455766615093	0.004259561271427117	-7.978906956393859e-4	57.43453606	52.058816295	0.10411763259	0.10384677538105483	0.9936200889719523	67.08573257	61.138719975	0.009928099832959563	offspring	0.005075075075075097
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	43	2.03007007007007	0.3529330973958803	0.004229616266329561	-8.249002542176987e-4	57.06810883	51.69283928	0.10338567856	0.10318424219357404	0.9931601098581561	67.08573257	61.138719975	0.009928099832959563	offspring	0.007517517517517502
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	44	2.0187587587587585	0.35967182852056634	0.004201564690723503	-8.447866931833664e-4	56.677769235	51.350003075	0.10270000615	0.10247847331260057	0.9935893881339348	67.08573257	61.138719975	0.009928099832959563	offspring	0.004689689689689636
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	45	2.020920920920921	0.36610617787081745	0.004174236800431361	-8.543732657121033e-4	56.314430055	51.01601149	0.10203202298	0.10182152359556657	0.9927999221584237	67.08573257	61.138719975	0.009928099832959563	offspring	0.005230230230230282
500	1e3	0.01	0.012789150186343174	0.1	0.09063462346100909	46	2.017717717717718	0.372455863046835	0.004143439691064261	-8.707947910813098e-4	55.908961775	50.639620365	0.10127924073	0.10108840069973059	0.9938436141707445	67.08573257	61.138719975	0.009928099832959563	offspring	0.004429429429429477
