N	alpha	rec_frac	gen	wvar	kvar	wbar	theory_va	cov
1000	0.05	0.02	31	2.677446146146151e-4	2.005089089089089	1.0589616	2.742842675317828e-4	9.782190926347284e-7
1000	0.05	0.02	32	2.6566323823823873e-4	1.9971731731731732	1.0592149	2.7192940567731066e-4	9.504242007701205e-7
1000	0.05	0.02	33	2.664450900900906e-4	1.9989029029029028	1.0594679	2.6952589056015633e-4	9.231831692301166e-7
1000	0.05	0.02	34	2.649448048048053e-4	2.0038998998999	1.0597634	2.6707600394360156e-4	8.964959537240447e-7
1000	0.05	0.02	35	2.637421371371376e-4	2.0072592592592593	1.0600513	2.645820359413848e-4	8.703619446306298e-7
1000	0.05	0.02	36	2.6265680180180225e-4	2.0025945945945947	1.0602663	2.620462810257415e-4	8.447799856357974e-7
1000	0.05	0.02	37	2.6326249749749795e-4	2.001697697697698	1.0605203	2.594710341321943e-4	8.197483929804638e-7
1000	0.05	0.02	38	2.6286087587587634e-4	2.005069069069069	1.0607837	2.568585868700255e-4	7.952649752365346e-7
1000	0.05	0.02	39	2.633052302302307e-4	2.0014014014014014	1.0610569	2.542112238467622e-4	7.713270535310174e-7
1000	0.05	0.02	40	2.6308559059059106e-4	1.999083083083083	1.0612837000000002	2.5153121911415877e-4	7.479314821394053e-7
1000	0.05	0.02	41	2.643740290290295e-4	2.0015735735735736	1.0615273	2.488208327424769e-4	7.250746693716112e-7
1000	0.05	0.02	42	2.6411537037037086e-4	1.9998718718718718	1.0617743	2.460823075290117e-4	7.027525986756113e-7
1000	0.05	0.02	43	2.621643243243248e-4	2.002934934934935	1.0620004	2.4331786584618924e-4	6.809608498868012e-7
1000	0.05	0.02	44	2.617721321321326e-4	2.0047647647647646	1.0622812000000001	2.4052970663377912e-4	6.596946205536018e-7
1000	0.05	0.02	45	2.6215126626626676e-4	1.995903903903904	1.0625181000000001	2.3772000253885746e-4	6.389487472722517e-7
1000	0.05	0.02	46	2.61500520520521e-4	1.9978978978978978	1.062761	2.3489089720682573e-4	6.187177269678667e-7
1000	0.05	0.02	47	2.6148872372372417e-4	1.9977217217217218	1.0629961	2.320445027256185e-4	5.989957380607227e-7
1000	0.05	0.02	48	2.599771571571576e-4	2.0067907907907907	1.0632382	2.2918289722494734e-4	5.797766614611382e-7
1000	0.05	0.02	49	2.6240559059059103e-4	2.0008968968968968	1.0634601000000001	2.263081226315843e-4	5.610541013392138e-7
1000	0.05	0.02	50	2.6214326326326373e-4	1.999863863863864	1.0637078	2.234221825810647e-4	5.428214056192037e-7
1000	0.05	0.02	51	2.6252728728728774e-4	2.0023863863863864	1.0639266	2.2052704048562439e-4	5.25071686151915e-7
1000	0.05	0.02	52	2.6247476476476525e-4	2.0042602602602604	1.0641928	2.1762461775765103e-4	5.077978385221753e-7
1000	0.05	0.02	53	2.6178267767767814e-4	2.002838838838839	1.0644201	2.147167921873291e-4	4.909925614518001e-7
1000	0.05	0.02	54	2.6195498498498545e-4	2.002014014014014	1.0646812	2.1180539647273287e-4	4.7464837576222966e-7
1000	0.05	0.02	55	2.623250350350355e-4	1.9996476476476477	1.0649496	2.0889221689997093e-4	4.5875764286408413e-7
1000	0.05	0.02	56	2.6231692692692737e-4	1.999951951951952	1.0652372	2.0597899217084968e-4	4.4331258274503553e-7
1000	0.05	0.02	57	2.61361521521522e-4	1.9954194194194195	1.0654926	2.0306741237487782e-4	4.283052914301925e-7
1000	0.05	0.02	58	2.6087056056056104e-4	1.994934934934935	1.065776	2.0015911810215343e-4	4.1372775789269777e-7
1000	0.05	0.02	59	2.6111579079079127e-4	2.0034154154154153	1.0659955	1.972556996933161e-4	3.9957188039537594e-7
1000	0.05	0.02	60	2.6012885885885934e-4	1.9977817817817818	1.0662274	1.9435869662258497e-4	3.858294822476346e-7
1000	0.05	0.02	61	2.6032078578578624e-4	2.0052852852852854	1.0664645000000001	1.9146959700944234e-4	3.7249232696437686e-7
1000	0.05	0.02	62	2.6001527027027073e-4	2.0035715715715714	1.0667025	1.8858983725439954e-4	3.595521328167569e-7
1000	0.05	0.02	63	2.5833996996997045e-4	1.9966246246246246	1.0669778	1.857208017941788e-4	3.4700058676750257e-7
1000	0.05	0.02	64	2.5765970970971014e-4	2.003807807807808	1.0672362	1.828638229712748e-4	3.348293577856961e-7
1000	0.05	0.02	65	2.561528228228233e-4	1.995055055055055	1.0675126000000001	1.8002018101291158e-4	3.2303010953870684e-7
1000	0.05	0.02	66	2.5386454954955e-4	2.0052052052052054	1.0677551	1.7719110411421458e-4	3.1159451246107784e-7
1000	0.05	0.02	67	2.5471009009009056e-4	1.9955035035035036	1.0679938	1.7437776862039146e-4	3.0051425520240547e-7
1000	0.05	0.02	68	2.5265793293293337e-4	2.00196996996997	1.0682193	1.715812993025759e-4	2.8978105545808697e-7
1000	0.05	0.02	69	2.5220249249249295e-4	1.9972292292292293	1.0684466000000001	1.6880276972216317e-4	2.793866701890072e-7
1000	0.05	0.02	70	2.5309193693693737e-4	2.001985985985986	1.0686791	1.6604320267816258e-4	2.6932290523741236e-7
1000	0.05	0.02	71	2.4930692192192235e-4	1.9967367367367368	1.0689231000000001	1.6330357073245997e-4	2.595816243483708e-7
1000	0.05	0.02	72	2.5028562562562606e-4	2.003811811811812	1.0691648	1.6058479680762424e-4	2.501547576071258e-7
1000	0.05	0.02	73	2.467411511511516e-4	2.0104584584584586	1.069395	1.5788775485214634e-4	2.4103430930424677e-7
1000	0.05	0.02	74	2.4640374874874916e-4	1.9956836836836838	1.0696095	1.552132705679928e-4	2.3221236524148805e-7
1000	0.05	0.02	75	2.451557007007011e-4	2.004176176176176	1.0698623	1.5256212219546557e-4	2.2368109949230068e-7
1000	0.05	0.02	76	2.44217567567568e-4	1.9982182182182182	1.0701064	1.49935041350484e-4	2.1543278063185396e-7
1000	0.05	0.02	77	2.4066974474474517e-4	1.9962162162162163	1.0703427	1.4733271390947195e-4	2.0745977745210698e-7
1000	0.05	0.02	78	2.400152852852857e-4	1.9994714714714714	1.0705394000000001	1.4475578093725268e-4	1.997545641782504e-7
1000	0.05	0.02	79	2.3772764764764807e-4	2.004072072072072	1.0707888	1.4220483965338802e-4	1.9230972520321944e-7
1000	0.05	0.02	80	2.3768530530530573e-4	1.9951911911911913	1.0710220000000001	1.3968044443265224e-4	1.8511795935756388e-7
1000	0.05	0.02	81	2.3626451951951993e-4	1.9992032032032032	1.0712351	1.371831078353954e-4	1.781720837321661e-7
1000	0.05	0.02	82	2.357790840840845e-4	1.9982862862862862	1.0714377000000002	1.3471330166374914e-4	1.7146503707159483e-7
1000	0.05	0.02	83	2.3412239239239282e-4	1.9976256256256255	1.0716382	1.3227145803983598e-4	1.6498988275609247e-7
1000	0.05	0.02	84	2.3214034034034075e-4	1.9996036036036036	1.0718564000000002	1.2985797050221585e-4	1.5873981139014177e-7
1000	0.05	0.02	85	2.305027827827832e-4	1.9994074074074073	1.0720842000000002	1.2747319511709833e-4	1.5270814301571742e-7
1000	0.05	0.02	86	2.266490090090094e-4	1.999003003003003	1.0722676	1.2511745160085594e-4	1.468883289680526e-7
1000	0.05	0.02	87	2.2440426926926966e-4	1.9942262262262263	1.0724835000000001	1.2279102445075972e-4	1.412739533918825e-7
1000	0.05	0.02	88	2.244095095095099e-4	1.999063063063063	1.0726814	1.204941640808218e-4	1.358587344356804e-7
1000	0.05	0.02	89	2.2106728728728768e-4	1.9975415415415416	1.0729222	1.1822708795996161e-4	1.3063652514135747e-7
1000	0.05	0.02	90	2.184793943943948e-4	2.004192192192192	1.0731297	1.15989981749759e-4	1.256013140464637e-7
1000	0.05	0.02	91	2.1572340840840878e-4	2.001085085085085	1.0733397	1.1378300043936223e-4	1.2074722551575612e-7
1000	0.05	0.02	92	2.1307403903903942e-4	2.0053093093093093	1.0735629	1.116062694751309e-4	1.1606851981846178e-7
1000	0.05	0.02	93	2.106229279279283e-4	2.0074874874874875	1.0737497	1.094598858828913e-4	1.1155959296731823e-7
1000	0.05	0.02	94	2.0974710710710748e-4	2.0023503503503504	1.0739356	1.0734391938073812e-4	1.0721497633493733e-7
1000	0.05	0.02	95	2.0857033533533572e-4	2.0055215215215214	1.0741115	1.0525841348054647e-4	1.0302933606267202e-7
1000	0.05	0.02	96	2.0563516516516553e-4	1.9983383383383384	1.074276	1.0320338657647581e-4	9.899747227666091e-8
1000	0.05	0.02	97	2.0471546046046084e-4	1.9988628628628629	1.0744871	1.0117883301886565e-4	9.511431812521684e-8
1000	0.05	0.02	98	2.019180630630634e-4	2.002074074074074	1.0746991000000001	9.918472417212281e-5	9.13749386512883e-8
1000	0.05	0.02	99	1.998765615615619e-4	2.003003003003003	1.0749093	9.722100945527429e-5	8.777452951315534e-8
1000	0.05	0.02	100	1.9693879879879915e-4	2.0007607607607607	1.0751282	9.528761736407226e-5	8.430841556608756e-8
1000	0.1	1e-4	5	0.0011610653653653649	2.004064064064064	1.1019078	0.001238745110882805	2.3543401230228752e-4
1000	0.1	1e-4	6	0.0011665415215215212	2.001853853853854	1.1029198	0.0012324833258134454	2.3422048256215255e-4
1000	0.1	1e-4	7	0.0011675248648648645	2.0095455455455453	1.1039965999999999	0.0012248935114129611	2.327548404163009e-4
1000	0.1	1e-4	8	0.0011730152952952949	2.003915915915916	1.1049932	0.0012160111680075624	2.3104390664870805e-4
1000	0.1	1e-4	9	0.0011787601801801799	2.00217017017017	1.1061282	0.0012058769473880448	2.2909547801812106e-4
1000	0.1	1e-4	10	0.0011812715115115111	2.002666666666667	1.1072104	0.0011945362721800382	2.2691825446364327e-4
1000	0.1	1e-4	11	0.0011883992592592587	2.003791791791792	1.1082518	0.0011820389209020715	2.2452175983643985e-4
1000	0.1	1e-4	12	0.0011909886286286281	1.9985505505505505	1.1093184	0.0011684385849501564	2.2191625734699913e-4
1000	0.1	1e-4	13	0.0011942837837837833	2.00385985985986	1.1103982	0.0011537924039510957	2.1911266095508262e-4
1000	0.1	1e-4	14	0.001206666406406406	2.0106146146146147	1.1115378	0.0011381604859912295	2.161224439407643e-4
1000	0.1	1e-4	15	0.001212668328328328	2.0025385385385386	1.1126478	0.0011216054191645892	2.1295754588205888e-4
1000	0.1	1e-4	16	0.0012208520920920917	2.0049369369369368	1.1137708	0.0011041917806997128	2.0963027922858886e-4
1000	0.1	1e-4	17	0.0012285817017017012	2.009793793793794	1.114868	0.001085985649630023	2.0615323660391413e-4
1000	0.1	1e-4	18	0.0012364802802802798	2.004992992992993	1.1160764	0.0010670541285842162	2.0253919989450715e-4
1000	0.1	1e-4	19	0.0012382369969969964	2.004272272272272	1.1171416	0.0010474648798032343	1.988010520933321e-4
1000	0.1	1e-4	20	0.0012442185185185181	2.007691691691692	1.118273	0.0010272856799588318	1.9495169276433595e-4
1000	0.1	1e-4	21	0.001245759419419419	2.003383383383383	1.1193473999999999	0.0010065839977692692	1.9100395788350464e-4
1000	0.1	1e-4	22	0.0012555050050050045	1.9985785785785786	1.1205174	9.854265977993694e-4	1.8697054469611938e-4
1000	0.1	1e-4	23	0.001260589649649649	2.0078558558558557	1.1217338	9.638791732100291e-4	1.8286394211130153e-4
1000	0.1	1e-4	24	0.0012619700100100096	2.002082082082082	1.1229388	9.420060096003392e-4	1.7869636703653764e-4
1000	0.1	1e-4	25	0.0012647513913913908	2.003027027027027	1.1240872	9.19869681478999e-4	1.7447970693951743e-4
1000	0.1	1e-4	26	0.0012669093493493488	2.0036796796796796	1.1251756	8.975307823205003e-4	1.702254688141548e-4
1000	0.1	1e-4	27	0.0012692194394394389	2.004216216216216	1.1263142	8.75047688616493e-4	1.659447346241511e-4
1000	0.1	1e-4	28	0.0012729187987987982	2.0037957957957957	1.1274332	8.524763578312248e-4	1.6164812320230157e-4
1000	0.1	1e-4	29	0.001273378518518518	2.007791791791792	1.1286206	8.298701597178958e-4	1.5734575849805113e-4
1000	0.1	1e-4	30	0.0012625020020020014	2.008940940940941	1.1297466	8.072797400543015e-4	1.5304724399034544e-4
1000	0.1	1e-4	31	0.0012692570170170165	2.00186986986987	1.1308816	7.847529155130648e-4	1.4876164301793541e-4
1000	0.1	1e-4	32	0.0012688415615615609	2.0041641641641643	1.1321228	7.623345980956524e-4	1.4449746472525805e-4
1000	0.1	1e-4	33	0.001265554634634634	2.0044404404404403	1.1333324	7.400667473278456e-4	1.4026265527837653e-4
1000	0.1	1e-4	34	0.0012699586986986981	1.998954954954955	1.1345082	7.179883482373384e-4	1.360645939721952e-4
1000	0.1	1e-4	35	0.001260711691691691	2.005045045045045	1.1357418	6.961354130070458e-4	1.3191009382638438e-4
1000	0.1	1e-4	36	0.0012569452252252245	1.998078078078078	1.1368988	6.745410041178272e-4	1.278054062526357e-4
1000	0.1	1e-4	37	0.0012607833633633627	2.0003843843843843	1.1381662	6.532352767568422e-4	1.2375622936909976e-4
1000	0.1	1e-4	38	0.0012539513713713706	2.0081641641641643	1.1393042	6.322455382684898e-4	1.1976771953833482e-4
1000	0.1	1e-4	39	0.0012533420420420412	2.003995995995996	1.1403846	6.115963224581545e-4	1.1584450571173549e-4
1000	0.1	1e-4	40	0.0012430134934934927	2.006798798798799	1.1415016	5.91309476621282e-4	1.1199070617554202e-4
1000	0.1	1e-4	41	0.0012393941141141133	2.003087087087087	1.1426684	5.714042592552379e-4	1.0820994730993814e-4
1000	0.1	1e-4	42	0.0012234673073073066	2.0113913913913914	1.1437216	5.518974465156811e-4	1.0450538399280065e-4
1000	0.1	1e-4	43	0.001221467687687687	2.0002442442442443	1.1448162	5.328034455978377e-4	1.0087972130242483e-4
1000	0.1	1e-4	44	0.0012053771171171162	2.009037037037037	1.145903	5.141344133520526e-4	9.733523719824483e-5
1000	0.1	1e-4	45	0.0011964496096096087	2.0051131131131132	1.1470252	4.959003785793987e-4	9.38738058846473e-5
1000	0.1	1e-4	46	0.00119028098098098	2.005021021021021	1.1481454	4.781093665925719e-4	9.049692158960576e-5
1000	0.1	1e-4	47	0.0011715221421421413	2.007015015015015	1.149279	4.607675247682929e-4	8.720572251676255e-5
1000	0.1	1e-4	48	0.0011568885885885876	1.9942862862862862	1.150323	4.438792479566932e-4	8.400101475613204e-5
1000	0.1	1e-4	49	0.0011427141741741733	2.006778778778779	1.1513461999999999	4.2744730274877724e-4	8.088329596443108e-5
1000	0.1	1e-4	50	0.0011260152352352342	1.998906906906907	1.1522838	4.114729497341207e-4	7.78527786509938e-5
1000	0.1	1e-4	51	0.001100746006006005	2.001821821821822	1.1532254	3.9595606300508063e-4	7.490941292883892e-5
1000	0.1	1e-4	52	0.0010971261861861853	1.9991271271271271	1.1542109999999999	3.8089524628104397e-4	7.205290861275137e-5
1000	0.1	1e-4	53	0.0010753359759759751	2.0015615615615614	1.1551411999999999	3.662879451352341e-4	6.928275656694946e-5
1000	0.1	1e-4	54	0.0010531069869869861	1.9992672672672673	1.156124	3.521305549073768e-4	6.659824922404891e-5
1000	0.1	1e-4	55	0.0010349317317317308	1.9968728728728729	1.15705	3.384185239773505e-4	6.399850021446141e-5
1000	0.1	1e-4	56	0.0010127673073073063	2.0063703703703704	1.157997	3.2514645215854206e-4	6.148246306122284e-5
1000	0.1	1e-4	57	0.0010005627027027018	2.001913913913914	1.158877	3.1230818404421435e-4	5.904894890938354e-5
1000	0.1	1e-4	58	9.772171771771762e-4	2.00205005005005	1.1596572	2.9989689720676436e-4	5.6696643271704804e-5
1000	0.1	1e-4	59	9.528978578578569e-4	2.002854854854855	1.1605944	2.879051852081949e-4	5.442412178346739e-5
1000	0.1	1e-4	60	9.319110910910901e-4	2.009641641641642	1.161455	2.763251354311004e-4	5.2229864968840636e-5
1000	0.1	1e-4	61	9.157043243243234e-4	2.003343343343343	1.1622642	2.6514840178314505e-4	5.0112272029513225e-5
1000	0.1	1e-4	62	8.905294894894886e-4	2.0074474474474475	1.1630272	2.543662723653764e-4	4.806967367333993e-5
1000	0.1	1e-4	63	8.683377577577568e-4	2.0063543543543543	1.1637954	2.4396973222569232e-4	4.61003440065975e-5
1000	0.1	1e-4	64	8.396456256256247e-4	2.005145145145145	1.1645698	2.3394952134441337e-4	4.420251151826776e-5
1000	0.1	1e-4	65	8.215140940940932e-4	1.9983343343343343	1.1653229999999999	2.2429618801936846e-4	4.237436918860775e-5
1000	0.1	1e-4	66	7.985841641641632e-4	2.002006006006006	1.1660333999999999	2.150001378338875e-4	4.0614083757261415e-5
1000	0.1	1e-4	67	7.745455655655646e-4	2.007803803803804	1.166733	2.060516784031335e-4	3.891980418841278e-5
1000	0.1	1e-4	68	7.503181981981973e-4	2.002766766766767	1.1673799999999999	1.9744106010240506e-4	3.728966937199965e-5
1000	0.1	1e-4	69	7.375713913913905e-4	2.0024864864864864	1.1680598	1.891585129865469e-4	3.572181510101559e-5
1000	0.1	1e-4	70	7.129116516516508e-4	2.00184984984985	1.168745	1.8119428011188356e-4	3.421438036532602e-5
1000	0.1	1e-4	71	6.858214814814806e-4	2.0011091091091093	1.169429	1.7353864747260588e-4	3.2765513002489754e-5
1000	0.1	1e-4	72	6.635685485485477e-4	1.998002002002002	1.1700298	1.6618197076154325e-4	3.137337474566746e-5
1000	0.1	1e-4	73	6.40911811811811e-4	2.0018058058058057	1.1706246	1.591146991620144e-4	3.00361457080558e-5
1000	0.1	1e-4	74	6.193111911911904e-4	1.9977777777777779	1.1711504	1.5232739637258935e-4	2.875202834233652e-5
1000	0.1	1e-4	75	5.960625625625617e-4	2.0066226226226225	1.1717326	1.4581075906075014e-4	2.7519250912496372e-5
1000	0.1	1e-4	76	5.775909709709702e-4	2.0042002002002004	1.1722238	1.395556329346414e-4	2.6336070514061458e-5
1000	0.1	1e-4	77	5.604502702702695e-4	2.005373373373373	1.1727418	1.3355302661471972e-4	2.5200775677367626e-5
1000	0.1	1e-4	78	5.383639239239232e-4	2.0024024024024025	1.1732348	1.2779412347908563e-4	2.4111688586947163e-5
1000	0.1	1e-4	79	5.16124724724724e-4	2.003187187187187	1.1737008	1.2227029164806297e-4	2.3067166948534774e-5
1000	0.1	1e-4	80	4.978691891891885e-4	2.0046326326326325	1.1741755999999999	1.1697309226510279e-4	2.206560553356996e-5
1000	0.1	1e-4	81	4.779982382382375e-4	1.9863623623623623	1.1745944	1.1189428622242815e-4	2.1105437429415276e-5
1000	0.1	1e-4	82	4.607310110110103e-4	2.0116996996996996	1.1749752	1.0702583947137088e-4	2.0185135021891024e-5
1000	0.1	1e-4	83	4.4115195195195127e-4	2.0041641641641643	1.1753567999999999	1.0235992704873616e-4	1.9303210735081012e-05
1000	0.1	1e-4	84	4.200924724724718e-4	2.001761761761762	1.1757266	9.788893594226237e-5	1.8458217551785097e-5
1000	0.1	1e-4	85	4.0230998998998935e-4	1.994934934934935	1.17601	9.36054669100519e-5	1.7648749336430933e-5
1000	0.1	1e-4	86	3.888563963963957e-4	2.0046806806806807	1.176293	8.950233536103153e-5	1.6873440980766398e-5
1000	0.1	1e-4	87	3.734377977977972e-4	1.9987827827827829	1.1766383999999999	8.557257139575246e-5	1.6130968391177258e-5
1000	0.1	1e-4	88	3.4876094094094033e-4	2.0032392392392393	1.1769574	8.180941909972529e-5	1.5420048335118502e-5
1000	0.1	1e-4	89	3.3508934934934877e-4	2.0004844844844847	1.1772662	7.820633517434935e-5	1.4739438162789059e-5
1000	0.1	1e-4	90	3.1454552552552496e-4	2.0068508508508507	1.1775662	7.475698698394599e-5	1.4087935418932335e-5
1000	0.1	1e-4	91	2.98572592592592e-4	1.998998998998999	1.177791	7.145525009111935e-5	1.3464377358448687e-5
1000	0.1	1e-4	92	2.850289289289284e-4	2.000636636636637	1.1780561999999999	6.829520534666256e-5	1.2867640378363522e-5
1000	0.1	1e-4	93	2.6493985985985937e-4	1.997013013013013	1.1783252	6.527113559472877e-5	1.229663937764878e-5
1000	0.1	1e-4	94	2.520203003002998e-4	1.9977457457457457	1.1785164	6.23775220486308e-5	1.1750327055377551e-5
1000	0.1	1e-4	95	2.402777777777773e-4	1.99809009009009	1.1787318	5.960904038778315e-5	1.1227693156769653e-5
1000	0.1	1e-4	96	2.249013813813809e-4	2.003059059059059	1.1789372	5.69605566216711e-5	1.0727763675806594e-5
1000	0.1	1e-4	97	2.1267711711711666e-4	2.0003163163163165	1.1791132	5.442712276245017e-5	1.0249600022281103e-5
1000	0.1	1e-4	98	1.9755759759759717e-4	2.0064624624624625	1.1792832	5.200397234381193e-5	9.79229816039312e-6
1000	0.1	1e-4	99	1.8764330330330292e-4	2.00785985985986	1.1794274	4.96865158200067e-5	9.35498772529323e-6
1000	0.1	1e-4	100	1.7783815815815778e-4	2.000176176176176	1.1795704	4.747033587559108e-5	8.936831123343966e-6
1000	0.1	5e-4	5	0.0013336221621621615	2.005041041041041	1.0976858	0.001238745110882805	1.429321281787852e-4
1000	0.1	5e-4	6	0.0013424648648648642	2.0096496496496496	1.098876	0.0012324833258134454	1.4213850970967753e-4
1000	0.1	5e-4	7	0.0013484744344344339	2.0077357357357357	1.1001052	0.0012248935114129611	1.4119256816826073e-4
1000	0.1	5e-4	8	0.0013459033833833828	2.0035355355355353	1.1013211999999999	0.0012160111680075624	1.400986226667607e-4
1000	0.1	5e-4	9	0.0013460519519519513	2.0073193193193193	1.102509	0.0012058769473880448	1.388615771199031e-4
1000	0.1	5e-4	10	0.0013429771171171165	2.007247247247247	1.1037438	0.0011945362721800382	1.3748687496316982e-4
1000	0.1	5e-4	11	0.0013494117917917912	2.009353353353353	1.1048606	0.0011820389209020715	1.3598045005746112e-4
1000	0.1	5e-4	12	0.001347524644644644	2.0016696696696696	1.1060656	0.0011684385849501564	1.3434867451108138e-4
1000	0.1	5e-4	13	0.0013529652652652646	2.0048248248248246	1.1072126	0.0011537924039510957	1.32598304170456e-4
1000	0.1	5e-4	14	0.0013489422822822816	2.0025585585585586	1.1084726	0.0011381604859912295	1.3073642253541348e-4
1000	0.1	5e-4	15	0.0013570574174174167	2.001017017017017	1.1096884	0.0011216054191645892	1.2877038384465734e-4
1000	0.1	5e-4	16	0.0013376690890890884	1.9991351351351352	1.1109518	0.0011041917806997128	1.2670775605288297e-4
1000	0.1	5e-4	17	0.0013324003203203196	2.0042242242242243	1.1121244	0.001085985649630023	1.2455626438435708e-4
1000	0.1	5e-4	18	0.0013342531531531524	2.0042402402402404	1.1133358	0.0010670541285842162	1.2232373610050575e-4
1000	0.1	5e-4	19	0.0013386808008008	2.009905905905906	1.1145947999999999	0.0010474648798032343	1.2001804706266644e-4
1000	0.1	5e-4	20	0.0013256841841841835	2.0043763763763764	1.1158078	0.0010272856799588318	1.1764707060795131e-4
1000	0.1	5e-4	21	0.0013194458658658652	2.0065025025025025	1.116999	0.0010065839977692692	1.1521862918775357e-4
1000	0.1	5e-4	22	0.0013255861461461454	2.004024024024024	1.118138	9.854265977993694e-4	1.1274044914702291e-4
1000	0.1	5e-4	23	0.0013141291691691685	2.0001241241241243	1.119278	9.638791732100291e-4	1.1022011894976041e-4
1000	0.1	5e-4	24	0.0013139884684684677	2.0017897897897896	1.1205012	9.420060096003392e-4	1.0766505108385715e-4
1000	0.1	5e-4	25	0.0013108657057057048	2.009997997997998	1.1216232	9.19869681478999e-4	1.0508244780816388e-4
1000	0.1	5e-4	26	0.0013073492092092085	2.001641641641642	1.122817	8.975307823205003e-4	1.0247927083763977e-4
1000	0.1	5e-4	27	0.001302374914914914	2.0084924924924925	1.1239914	8.75047688616493e-4	9.986221499981446e-5
1000	0.1	5e-4	28	0.0012901735335335328	1.9958598598598598	1.1252204	8.524763578312248e-4	9.723768583843192e-5
1000	0.1	5e-4	29	0.0012829115515515508	2.0028668668668668	1.1262784	8.298701597178958e-4	9.461178108867569e-5
1000	0.1	5e-4	30	0.0012784793193193185	2.0088248248248246	1.1273972	8.072797400543015e-4	9.199027590324463e-5
1000	0.1	5e-4	31	0.001263254894894894	1.9987827827827829	1.1285852	7.847529155130648e-4	8.937861166993005e-5
1000	0.1	5e-4	32	0.0012510540940940933	2.003283283283283	1.1296784	7.623345980956524e-4	8.678188822938736e-5
1000	0.1	5e-4	33	0.0012465919919919912	2.0033873873873875	1.1308016	7.400667473278456e-4	8.420485927619215e-5
1000	0.1	5e-4	34	0.001245228028028027	2.0030430430430433	1.1319531999999999	7.179883482373384e-4	8.165193070698645e-5
1000	0.1	5e-4	35	0.0012237386186186177	2.005049049049049	1.1330772	6.961354130070458e-4	7.912716166599688e-5
1000	0.1	5e-4	36	0.0012090195195195187	2.000776776776777	1.1341577999999999	6.745410041178272e-4	7.663426803011046e-5
1000	0.1	5e-4	37	0.0012020954554554546	2.006226226226226	1.1352332	6.532352767568422e-4	7.417662807244903e-5
1000	0.1	5e-4	38	0.0012026416616616607	2.000788788788789	1.1361998	6.322455382684898e-4	7.175729004449364e-5
1000	0.1	5e-4	39	0.0011857217817817808	2.003323323323323	1.137205	6.115963224581545e-4	6.937898142160952e-5
1000	0.1	5e-4	40	0.001172382002002001	1.9984024024024023	1.1383226	5.91309476621282e-4	6.704411956489259e-5
1000	0.1	5e-4	41	0.0011616431831831823	2.002722722722723	1.1394618	5.714042592552379e-4	6.475482356286025e-5
1000	0.1	5e-4	42	0.0011386663463463455	2.005241241241241	1.1405548	5.518974465156811e-4	6.251292702925654e-5
1000	0.1	5e-4	43	0.0011321556756756748	2.000676676676677	1.1416572	5.328034455978377e-4	6.03199916475613e-5
1000	0.1	5e-4	44	0.0011197775775775767	2.0015455455455458	1.1426228	5.141344133520526e-4	5.817732126822019e-5
1000	0.1	5e-4	45	0.001105913713713713	1.999863863863864	1.1436283999999999	4.959003785793987e-4	5.6085976380810095e-5
1000	0.1	5e-4	46	0.0011036684284284276	2.001273273273273	1.1445772	4.781093665925719e-4	5.404678879982493e-5
1000	0.1	5e-4	47	0.0010866044444444436	2.001105105105105	1.1455268	4.607675247682929e-4	5.206037641934006e-5
1000	0.1	5e-4	48	0.0010737243643643634	2.003991991991992	1.146574	4.438792479566932e-4	5.0127157908116836e-5
1000	0.1	5e-4	49	0.0010599263063063055	2.007691691691692	1.1475462	4.2744730274877724e-4	4.824736723252914e-5
1000	0.1	5e-4	50	0.0010481182982982973	2.006746746746747	1.1485166	4.114729497341207e-4	4.642106790993163e-5
1000	0.1	5e-4	51	0.0010270221221221213	2.0015335335335336	1.149387	3.9595606300508063e-4	4.464816690947481e-5
1000	0.1	5e-4	52	0.0010089830430430422	2.0015295295295297	1.1502738	3.8089524628104397e-4	4.292842813092111e-5
1000	0.1	5e-4	53	9.976896096096086e-4	2.004768768768769	1.1511552	3.662879451352341e-4	4.126148540457342e-5
1000	0.1	5e-4	54	9.751293893893885e-4	1.9983423423423423	1.1520938	3.521305549073768e-4	3.964685496700568e-5
1000	0.1	5e-4	55	9.580214814814805e-4	2.0124084084084086	1.1529546	3.384185239773505e-4	3.808394737780272e-5
1000	0.1	5e-4	56	9.42076836836836e-4	2.006782782782783	1.1537832	3.2514645215854206e-4	3.657207885206208e-5
1000	0.1	5e-4	57	9.125231231231222e-4	2.000944944944945	1.1546648	3.1230818404421435e-4	3.511048199190048e-5
1000	0.1	5e-4	58	8.968225425425416e-4	1.992976976976977	1.1554484	2.9989689720676436e-4	3.369831590775916e-5
1000	0.1	5e-4	59	8.770975575575566e-4	2.0045485485485486	1.1562526	2.879051852081949e-4	3.233467572690721e-5
1000	0.1	5e-4	60	8.596948148148139e-4	1.9968168168168168	1.1570292	2.763251354311004e-4	3.101860149227864e-5
1000	0.1	5e-4	61	8.368590390390381e-4	2.0055695695695697	1.1577918	2.6514840178314505e-4	2.974908645967187e-5
1000	0.1	5e-4	62	8.178543743743734e-4	2.002834834834835	1.1585748	2.543662723653764e-4	2.8525084805501948e-5
1000	0.1	5e-4	63	7.989022822822814e-4	2.001293293293293	1.1592462	2.4396973222569232e-4	2.734551876072316e-5
