L	N	Va	alpha	genlen	r	gen	kvar	zvar	zbar	genic_va	ac_var	ac_cov	type	pred	cov
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	23	2.0182182182182182	0.006772457647271184	0.16876051019891	0.008588095715797568	0.0042961959558767224	-0.0010190891364207553	pred_zvar	3.380891511407104e-4	3.380891511407104e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	24	2.0142742742742743	0.0065413724977667325	0.17535664229901834	0.008478729431350914	0.00424148545840466	-0.0010707556941429704	pred_zvar	3.2598297786426867e-4	3.2598297786426867e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	25	2.0256256256256258	0.006359521318848221	0.1815910972318569	0.00836407232973989	0.004184128228984438	-0.001140660191681522	pred_zvar	3.1636837039479803e-4	3.1636837039479803e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	26	2.0114914914914914	0.006086695771556886	0.1877096824640072	0.008248910449326059	0.004126518483904983	-0.0012051908154807763	pred_zvar	3.022694751525797e-4	3.022694751525797e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	27	2.016756756756757	0.0058094320635254815	0.19357005475389524	0.00812417463412066	0.004064119376748705	-0.0012623506098287432	pred_zvar	2.8799962064825316e-4	2.8799962064825316e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	28	2.017297297297297	0.005569989003366939	0.19932785805928882	0.008005474546511493	0.004004739643077285	-0.0013099588310479507	pred_zvar	2.7565101012191965e-4	2.7565101012191965e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	29	2.0130930930930933	0.0053943819461614185	0.2047707924870946	0.007896629383201095	0.003950289836518807	-0.0013532510989065734	pred_zvar	2.664989009528588e-4	2.664989009528588e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	30	2.0174174174174175	0.005208523934696892	0.21027217333125198	0.007774617601005531	0.003889253427216374	-0.001411290418561874	pred_zvar	2.568729269197355e-4	2.568729269197355e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	31	2.0163363363363365	0.004951364126885735	0.21543681585100294	0.007636948026561383	0.003820384205383383	-0.0014467398097725876	pred_zvar	2.4376981907771656e-4	2.4376981907771656e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	32	2.0304304304304304	0.004748085307585481	0.2208068521227466	0.007510426606769376	0.003757091849309343	-0.0014860017373753006	pred_zvar	2.333600104285932e-4	2.333600104285932e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	33	2.026046046046046	0.004560690536857393	0.225934533998459	0.0074071376331961815	0.003705421527361772	-0.0015141726926413415	pred_zvar	2.2376534629713673e-4	2.2376534629713673e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	34	2.013933933933934	0.004374158650096673	0.23047915851717607	0.007296222865426692	0.003649936400913803	-0.0015225744542724203	pred_zvar	2.1424589284671345e-4	2.1424589284671345e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	35	2.0113113113113115	0.004263975110195198	0.23462399420106803	0.00719701712645999	0.0036003087175887896	-0.0015490303481170515	pred_zvar	2.0849220670380965e-4	2.0849220670380965e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	36	2.0184784784784786	0.004105415907530975	0.23867879426764813	0.00709078265562034	0.0035471649102653026	-0.0015712816034665548	pred_zvar	2.0039687930615576e-4	2.0039687930615576e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	37	2.0063663663663664	0.003945926667006892	0.24263319950526543	0.006994284334180879	0.0034988916128968883	-0.0015906877917526276	pred_zvar	1.9228387480215044e-4	1.9228387480215044e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	38	2.022742742742743	0.0038190899719576367	0.24652314742594358	0.0068904678613571045	0.003446957409383244	-0.0016043096138628114	pred_zvar	1.8578696350005482e-4	1.8578696350005482e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	39	1.9956756756756757	0.003685171193613225	0.25045504375923294	0.006788627141726638	0.003396011576651645	-0.0016184143565074617	pred_zvar	1.7896822531714867e-4	1.7896822531714867e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	40	2.0273873873873876	0.003563652187665571	0.25398970908773444	0.006691156107557149	0.003347251679618384	-0.0016295793500181457	pred_zvar	1.7277381089302488e-4	1.7277381089302488e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	41	2.016876876876877	0.0034194012109024785	0.25774933556801377	0.006598002808988877	0.0033006517303596186	-0.001647674489827912	pred_zvar	1.655001605336793e-4	1.655001605336793e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	42	2.002222222222222	0.0032951183857850715	0.26092245162074734	0.006503524172775476	0.0032533887807781278	-0.0016606304372052678	pred_zvar	1.592159417087379e-4	1.592159417087379e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	43	2.0114714714714714	0.003192740932491486	0.2642188550812773	0.00641198317302139	0.003207595384202797	-0.0016741876288629725	pred_zvar	1.540095976825184e-4	1.540095976825184e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	44	2.0113313313313315	0.0030658069088316145	0.26756347363800975	0.00632344246637863	0.0031633028846316308	-0.0016773972812598938	pred_zvar	1.4763825004430854e-4	1.4763825004430854e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	45	2.00984984984985	0.002977878104393549	0.27051981359508487	0.006248416539919264	0.003125771155537401	-0.0016692944443696845	pred_zvar	1.4316352801717604e-4	1.4316352801717604e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	46	2.0208008008008007	0.002920387564690564	0.27290038601077077	0.00615063730600795	0.0030768570815447476	-0.0016695465816017408	pred_zvar	1.4016473143527524e-4	1.4016473143527524e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	47	2.012832832832833	0.0028137325790478906	0.2761370641399305	0.0060664309946108375	0.0030347328637372875	-0.0016664727677877774	pred_zvar	1.3482028915022588e-4	1.3482028915022588e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	48	2.0043643643643643	0.0027428801453239695	0.27901705287039313	0.005988813967998315	0.0029959049364673912	-0.0016634904057081462	pred_zvar	1.3120634326210158e-4	1.3120634326210158e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	49	2.0074474474474475	0.0026649181943614896	0.2815576175549102	0.005918491546332403	0.002960726136234319	-0.001653693738593035	pred_zvar	1.2726495679145813e-4	1.2726495679145813e-4
500	1000	0.01	0.012789150186343174	0.01	0.009900663346622374	50	2.001761761761762	0.0026041901431692787	0.28398461458577257	0.005852035593345224	0.0029274815374413328	-0.0016461074282070375	pred_zvar	1.2415836255125697e-4	1.2415836255125697e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	1	2.007127127127127	0.00998781406765239	0.020858976062423856	0.010027788815921779	0.005016402609265522	-3.181148689206892e-5	pred_zvar	1.0993259904157644e-4	1.0993259904157644e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	2	2.005005005005005	0.009929597191539909	0.020552420132457207	0.010022353367920563	0.005013683525723144	-3.812131699931066e-5	pred_zvar	1.0794533272628776e-4	1.0794533272628776e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	3	2.0002602602602604	0.009955448520912753	0.020310065736426006	0.0100196746735798	0.005012343508544173	-3.8643975251118804e-5	pred_zvar	1.0692341118255684e-4	1.0692341118255684e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	4	2.0215015015015014	0.009944452694813762	0.020728143056017563	0.010010932468939913	0.005007970219579746	-5.112478501142706e-5	pred_zvar	1.0554850533386017e-4	1.0554850533386017e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	5	2.037897897897898	0.009928099832959563	0.020650001348379007	0.009999993478654733	0.005002497988321528	-4.636923836890675e-5	pred_zvar	1.0416267578536568e-4	1.0416267578536568e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	6	2.0485685685685686	0.009912375887217634	0.03085753367810695	0.009990514773959666	0.004997756265112389	-4.96545172892905e-5	pred_zvar	1.0282774418742086e-4	1.0282774418742086e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	7	2.032132132132132	0.009893014257229823	0.04104984691911314	0.009982410319416418	0.004993702010713566	-5.155868183929748e-5	pred_zvar	1.014976111270093e-4	1.014976111270093e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	8	2.0336336336336336	0.009885256378131455	0.050502563604843106	0.009971918943706167	0.004988453698702435	-7.307715244000205e-5	pred_zvar	1.0032618397561706e-4	1.0032618397561706e-4
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	9	2.028928928928929	0.009813903261842359	0.05970384559790957	0.009957113520725973	0.004981047284004989	-7.829821114863294e-5	pred_zvar	9.855266976412424e-5	9.855266976412424e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	10	2.0430630630630633	0.00985653478143511	0.06942411130553783	0.00994053487810126	0.00497275381595861	-4.1981425573988854e-5	pred_zvar	9.79600320731028e-5	9.79600320731028e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	11	2.046886886886887	0.00987566645158247	0.07963509670581609	0.009926166679396917	0.004965566122759839	-5.281724717094604e-5	pred_zvar	9.715914400973432e-5	9.715914400973432e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	12	2.039039039039039	0.009820689891587112	0.08932760995754	0.009906089711805524	0.004955522617211368	-5.723795081052291e-5	pred_zvar	9.56628561800828e-5	9.56628561800828e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	13	2.0674474474474476	0.009838714061167205	0.0989616767929123	0.009888039369391232	0.004946492931161197	-6.164413757448557e-5	pred_zvar	9.491006025064804e-5	9.491006025064804e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	14	2.032252252252252	0.009757720934518628	0.108617868858107	0.009864100983926859	0.00493451775083885	-7.918916454759661e-5	pred_zvar	9.323532102017016e-5	9.323532102017016e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	15	2.042142142142142	0.00970171505643782	0.11830437120924331	0.009837208303994364	0.004921064684339352	-1.1262325389678681e-4	pred_zvar	9.183782333622298e-5	9.183782333622298e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	16	2.0454854854854854	0.009578236818976684	0.127318164260578	0.009813223600940182	0.00490906633363691	-1.1947627305523425e-4	pred_zvar	8.984207397226932e-5	8.984207397226932e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	17	2.0492292292292293	0.009536724193649706	0.13682459537709057	0.009786560562564621	0.004895728145354989	-1.3717823480135857e-4	pred_zvar	8.865272909610775e-5	8.865272909610775e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	18	2.044944944944945	0.009479943501501834	0.14599620654172474	0.009751770153741016	0.004878324238990003	-1.4316621689035446e-4	pred_zvar	8.735190680450399e-5	8.735190680450399e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	19	2.0442442442442443	0.009469077919506309	0.15547181580628824	0.009715643160724237	0.004860251706215226	-1.6765872089991593e-4	pred_zvar	8.650092448428966e-5	8.650092448428966e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	20	2.0401001001001	0.009357092721353518	0.1647952341836343	0.009676105363325322	0.004840472918121722	-1.8583663848401082e-4	pred_zvar	8.475606009397819e-5	8.475606009397819e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	21	2.0373973973973976	0.009296182320230153	0.1744339051130737	0.009638969657502532	0.0048218957766395865	-1.9238134545294e-4	pred_zvar	8.350632074245054e-5	8.350632074245054e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	22	2.021841841841842	0.009207645754727723	0.18378916847438373	0.009601848436762563	0.004803325881321943	-2.357704685768699e-4	pred_zvar	8.203783322804681e-5	8.203783322804681e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	23	2.025925925925926	0.009103875930570831	0.19271497217243636	0.009557798022478775	0.004781289656067421	-2.8706557936493453e-4	pred_zvar	8.04649370320837e-5	8.04649370320837e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	24	2.045925925925926	0.008988229956244626	0.20213546019969672	0.009514075921200528	0.004759417669434982	-3.201899164557822e-4	pred_zvar	7.881905027503119e-5	7.881905027503119e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	25	2.0334334334334336	0.008922461132433467	0.2113297081601607	0.009470682384813859	0.004737710047430645	-3.475326914138437e-4	pred_zvar	7.76387180712258e-5	7.76387180712258e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	26	2.032232232232232	0.008772043944653894	0.22019617020134868	0.009426583188055457	0.004715649418737098	-3.877051467146592e-4	pred_zvar	7.575116225829976e-5	7.575116225829976e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	27	2.0363563563563565	0.00859929647328186	0.22880915128584337	0.009375100212968229	0.004689895054011121	-4.137567936030033e-4	pred_zvar	7.370595818274138e-5	7.370595818274138e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	28	2.034034034034034	0.008504574603026498	0.23697412843931046	0.009321207130113493	0.004662935032573033	-4.168665125875056e-4	pred_zvar	7.235992166490189e-5	7.235992166490189e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	29	2.026666666666667	0.008479276798813919	0.24581718633565744	0.00926878873696832	0.004636712724846583	-4.5102035733551806e-4	pred_zvar	7.162474988353568e-5	7.162474988353568e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	30	2.027227227227227	0.008390468335033449	0.2541885803731321	0.009221792104925868	0.004613202653789829	-4.7316115695153363e-4	pred_zvar	7.037213457224764e-5	7.037213457224764e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	31	2.0314714714714714	0.008311942545804387	0.2622022618798947	0.009170300012054742	0.004587443727891318	-4.929177532571663e-4	pred_zvar	6.922725973814276e-5	6.922725973814276e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	32	2.0244044044044043	0.008188252646530458	0.2705144421520066	0.009112565797149032	0.004558562179664349	-5.176981540259987e-4	pred_zvar	6.77289470089741e-5	6.77289470089741e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	33	2.046166166166166	0.00807080965722481	0.27862225180414074	0.009050439921361132	0.004527483702531833	-5.27056600015662e-4	pred_zvar	6.630643027905385e-5	6.630643027905385e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	34	2.0404604604604604	0.008016165931083138	0.28707588007731355	0.00899429010234838	0.004499394748548464	-5.616678106222766e-4	pred_zvar	6.541936078252472e-5	6.541936078252472e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	35	2.032972972972973	0.00791583172861991	0.2948885161431469	0.008939406313268117	0.004471939126197157	-5.973260314498179e-4	pred_zvar	6.417730698443995e-5	6.417730698443995e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	36	2.029009009009009	0.007700631942408117	0.30252261567237887	0.008884226226061335	0.004444335280671004	-6.065530114291352e-4	pred_zvar	6.202969563927676e-5	6.202969563927676e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	37	2.0334934934934936	0.007670027273025651	0.309928045196279	0.008817271040671062	0.004410840940805934	-6.374459610584874e-4	pred_zvar	6.139038047564545e-5	6.139038047564545e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	38	2.0191191191191193	0.007555350851850782	0.31774477379017196	0.008757288088624674	0.004380834461543109	-6.859565465856494e-4	pred_zvar	6.0093678644250675e-5	6.0093678644250675e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	39	2.0254454454454454	0.007378426099250957	0.32489365296133405	0.008694253984568159	0.004349301643105632	-7.311142296878122e-4	pred_zvar	5.832410557170153e-5	5.832410557170153e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	40	2.034114114114114	0.007216069233942441	0.3321219527551533	0.008630721151880624	0.004317519335608116	-7.564751524738996e-4	pred_zvar	5.669354537833222e-5	5.669354537833222e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	41	2.015135135135135	0.0071212083422280085	0.3394253248605665	0.008573302854406812	0.004288795825115965	-7.833194058791577e-4	pred_zvar	5.5612510028440016e-5	5.5612510028440016e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	42	2.0203003003003004	0.006979719825708134	0.34653455766615093	0.008514862981582806	0.004259561271427117	-7.978906956393859e-4	pred_zvar	5.418498584902491e-5	5.418498584902491e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	43	2.03007007007007	0.00687967527270547	0.3529330973958803	0.008455002916392791	0.004229616266329561	-8.249002542176987e-4	pred_zvar	5.309656047541544e-5	5.309656047541544e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	44	2.0187587587587585	0.006777040933178906	0.35967182852056634	0.008398927816756283	0.004201564690723503	-8.447866931833664e-4	pred_zvar	5.200323845999554e-5	5.200323845999554e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	45	2.020920920920921	0.0067226917093390634	0.36610617787081745	0.00834429936406229	0.004174236800431361	-8.543732657121033e-4	pred_zvar	5.129307665893953e-5	5.129307665893953e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	46	2.017717717717718	0.0066642479776327715	0.372455863046835	0.008282735942437457	0.004143439691064261	-8.707947910813098e-4	pred_zvar	5.0562033684026076e-5	5.0562033684026076e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	47	2.023903903903904	0.006548823028614362	0.37887256336982894	0.008227975425402932	0.004116045735569251	-8.885813462339905e-4	pred_zvar	4.941128809845396e-5	4.941128809845396e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	48	2.0248248248248246	0.006483866389349983	0.38509576385050354	0.008163361483936501	0.004083722603269886	-8.927710800167868e-4	pred_zvar	4.865387077005318e-5	4.865387077005318e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	49	2.0264264264264265	0.006378671711073812	0.3915707826983472	0.008097357868387467	0.0040507042863369026	-9.131460050556385e-4	pred_zvar	4.760626384290869e-5	4.760626384290869e-5
500	1000	0.01	0.012789150186343174	0.1	0.09063462346100909	50	2.031711711711712	0.006258440152125599	0.39824620752961093	0.008043722467403277	0.004023873170286783	-9.187163549122695e-4	pred_zvar	4.6460061607398645e-5	4.6460061607398645e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	1	2.0135735735735736	0.010093246179864956	-0.03054752467758999	0.009909527564495545	0.0049572424034494975	7.071279916920894e-5	pred_zvar	3.7777980728072274e-5	3.7777980728072274e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	2	1.9885685685685686	0.010037582764369102	-0.030600983325368904	0.00990244048256759	0.0049536970898287095	1.0317626494817216e-4	pred_zvar	3.5170052595513594e-5	3.5170052595513594e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	3	2.0052052052052054	0.01006603743842324	-0.030310669616138916	0.009896647922317859	0.004950799360839349	8.631517738942504e-5	pred_zvar	3.3260343293861935e-5	3.3260343293861935e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	4	1.9937937937937937	0.010056705016991848	-0.03070854007843605	0.009890992702930475	0.004947970336633555	7.430503039593704e-5	pred_zvar	3.1537267736288855e-5	3.1537267736288855e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	5	2.0437437437437436	0.010068097412236287	-0.030770951131345405	0.009884511418373836	0.00494472807322353	7.420975020590653e-5	pred_zvar	3.013151036631497e-5	3.013151036631497e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	6	2.0376176176176175	0.010006605086025334	-0.020898750319503383	0.009881857659115234	0.0049434005298225284	9.045933299393178e-5	pred_zvar	2.8717228733662514e-5	2.8717228733662514e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	7	2.0291291291291293	0.010065846674608395	-0.011344359889791987	0.009873988758908324	0.004939464111509917	6.440094478340392e-5	pred_zvar	2.7815029638775704e-5	2.7815029638775704e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	8	2.0505505505505504	0.009946216714074575	-0.001054209649860268	0.00987227484615863	0.004938606726442536	5.922716860724499e-5	pred_zvar	2.655857825156105e-5	2.655857825156105e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	9	2.0607807807807808	0.009974197283219495	0.008755835892076128	0.009863495848983113	0.00493421503200756	6.832676713506344e-5	pred_zvar	2.581517739600011e-5	2.581517739600011e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	10	2.0494494494494493	0.010007672162621334	0.0189779478530165	0.009856679914197197	0.004930805359778488	8.822180069330537e-5	pred_zvar	2.5172858545039172e-5	2.5172858545039172e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	11	2.032752752752753	0.01003770218617811	0.029039428087616403	0.00985216904252273	0.004928548795659195	8.539897942032697e-5	pred_zvar	2.4594312477750793e-5	2.4594312477750793e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	12	2.0406806806806808	0.010026431802889403	0.03929555918805245	0.009845659729101843	0.004925292510806325	0.00010178866126765584	pred_zvar	2.3978174035893898e-5	2.3978174035893898e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	13	2.041261261261261	0.010058334363358502	0.049430577036223826	0.009840311065654542	0.0049226168412478954	8.715375401245075e-5	pred_zvar	2.351922868782537e-5	2.351922868782537e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	14	2.0353153153153154	0.009962911981209598	0.05967123326493439	0.00983260371026838	0.004918761235752066	4.7459628208503135e-5	pred_zvar	2.281260428419908e-5	2.281260428419908e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	15	2.046886886886887	0.009949190407168232	0.06998018355564004	0.009825577251094458	0.004915246248671565	3.9785491625082955e-5	pred_zvar	2.233842264890663e-5	2.233842264890663e-5
500	1000	0.01	0.012789150186343174	0.5	0.31606027941427883	16	2.037897897897898	0.009923452855966124	0.07981631896395656	0.009813575022036296	0.00490924213208419	3.462182047732191e-5	pred_zvar	2.1873614286801356e-5	2.1873614286801356e-5
