rep	L	N	Va	genlen	Nest	va0_est	emp_va	Ne_est
14	500	1000	0.005	0.01	19028.739796025726	0.0018359274336632646	0.0035457071043353055	407.31542339925346
14	500	1000	0.005	0.01	961.8343241918946	2.67754291246118e-4	0.0035457071043353055	407.31542339925346
14	500	1000	0.005	0.01	774.8761118293161	-4.8733811942235566e-4	0.0035457071043353055	407.31542339925346
15	500	1000	0.005	0.01	725.4636828580353	0.008700713318767594	0.004204438801554612	407.31542339925346
15	500	1000	0.005	0.01	1115.3061600132992	0.010506905357586782	0.004204438801554612	407.31542339925346
15	500	1000	0.005	0.01	1277.3300243986073	0.009780054445071436	0.004204438801554612	407.31542339925346
15	500	1000	0.005	0.01	609.4331370561678	0.008505323745139263	0.004204438801554612	407.31542339925346
16	500	1000	0.005	0.01	879.848471273243	0.002150296838568036	0.002690654565098499	407.31542339925346
16	500	1000	0.005	0.01	1634.0917998822422	0.003377254562702858	0.002690654565098499	407.31542339925346
16	500	1000	0.005	0.01	1536.74831912089	0.0017734545556894355	0.002690654565098499	407.31542339925346
16	500	1000	0.005	0.01	1151.5813690613872	0.002737147727675506	0.002690654565098499	407.31542339925346
17	500	1000	0.005	0.01	12330.82494600877	0.0037743059856827762	0.0033613272971360223	407.31542339925346
17	500	1000	0.005	0.01	789.0592094712422	0.0019259304535228197	0.0033613272971360223	407.31542339925346
17	500	1000	0.005	0.01	854.5240758964014	0.0018317187977730702	0.0033613272971360223	407.31542339925346
17	500	1000	0.005	0.01	1739.138648404817	0.0024365545831183245	0.0033613272971360223	407.31542339925346
18	500	1000	0.005	0.01	1061.1991818610259	6.5414471601903e-4	0.004291394955143744	407.31542339925346
18	500	1000	0.005	0.01	969.7436776657246	5.289017808805521e-4	0.004291394955143744	407.31542339925346
18	500	1000	0.005	0.01	1652.898323991912	0.0014823029784878814	0.004291394955143744	407.31542339925346
18	500	1000	0.005	0.01	3373.821728905979	0.0014896956995128104	0.004291394955143744	407.31542339925346
19	500	1000	0.005	0.01	549.4158266087842	6.470906517362858e-4	0.003549195124926359	407.31542339925346
19	500	1000	0.005	0.01	967.2792891512926	0.0026271916832637117	0.003549195124926359	407.31542339925346
19	500	1000	0.005	0.01	620.2019287332956	0.0012255332920921033	0.003549195124926359	407.31542339925346
19	500	1000	0.005	0.01	1254.680639486707	0.0023828800127844644	0.003549195124926359	407.31542339925346
20	500	1000	0.005	0.01	1900.6828338273933	0.012937974744286746	0.009020939096916493	407.31542339925346
20	500	1000	0.005	0.01	1322.4757019239998	0.012114877382781707	0.009020939096916493	407.31542339925346
20	500	1000	0.005	0.01	575.5022151516255	0.010673099114573861	0.009020939096916493	407.31542339925346
20	500	1000	0.005	0.01	697.7391102047643	0.010860792078625206	0.009020939096916493	407.31542339925346
21	500	1000	0.005	0.01	1727.4376725746704	9.449776815836029e-4	0.0024586562529821374	407.31542339925346
21	500	1000	0.005	0.01	1280.7756416321636	0.0012073057290349488	0.0024586562529821374	407.31542339925346
21	500	1000	0.005	0.01	865.1622612988432	9.057103374690014e-4	0.0024586562529821374	407.31542339925346
21	500	1000	0.005	0.01	1376.8130356252202	9.750506719868443e-4	0.0024586562529821374	407.31542339925346
22	500	1000	0.005	0.01	709.2099833539846	-4.173172256128514e-4	0.00432664190749269	407.31542339925346
22	500	1000	0.005	0.01	601.6912255730919	-2.042127125111197e-4	0.00432664190749269	407.31542339925346
22	500	1000	0.005	0.01	1735.2231269132715	0.001262625465541344	0.00432664190749269	407.31542339925346
22	500	1000	0.005	0.01	1043.0239049733023	3.453852577974857e-4	0.00432664190749269	407.31542339925346
23	500	1000	0.005	0.01	611.4169986966094	0.004459170761491175	0.005811244588277296	407.31542339925346
23	500	1000	0.005	0.01	459.7325155097212	0.003112385851322799	0.005811244588277296	407.31542339925346
23	500	1000	0.005	0.01	596.6515507319008	0.004239331856654867	0.005811244588277296	407.31542339925346
23	500	1000	0.005	0.01	573.2459573750971	0.004064827222351523	0.005811244588277296	407.31542339925346
24	500	1000	0.005	0.01	794.6397462418716	0.0033567335745437956	0.0049240539276614505	407.31542339925346
24	500	1000	0.005	0.01	1671.417658490975	0.004453259450362102	0.0049240539276614505	407.31542339925346
24	500	1000	0.005	0.01	808.6378957928766	0.003395651165239078	0.0049240539276614505	407.31542339925346
24	500	1000	0.005	0.01	804.2271158662057	0.003231140175582141	0.0049240539276614505	407.31542339925346
25	500	1000	0.005	0.01	1333.4524878941324	0.009042949007833654	0.007826243827147639	407.31542339925346
25	500	1000	0.005	0.01	661.4369319372398	0.00764331728864907	0.007826243827147639	407.31542339925346
25	500	1000	0.005	0.01	618.3414308822997	0.007889175070846624	0.007826243827147639	407.31542339925346
25	500	1000	0.005	0.01	757.2578309943025	0.008451782684462898	0.007826243827147639	407.31542339925346
26	500	1000	0.005	0.01	2106.542757610318	0.008134113555362175	0.0064094826884259735	407.31542339925346
26	500	1000	0.005	0.01	1577.773762317409	0.00746895832730511	0.0064094826884259735	407.31542339925346
26	500	1000	0.005	0.01	865.7785980024603	0.007398216285947205	0.0064094826884259735	407.31542339925346
26	500	1000	0.005	0.01	1145.9516679949763	0.007901953498684736	0.0064094826884259735	407.31542339925346
27	500	1000	0.005	0.01	1540.6111175820477	0.00650053082398976	0.009158961090080745	407.31542339925346
27	500	1000	0.005	0.01	1120.4663874176927	0.005913975924613369	0.009158961090080745	407.31542339925346
27	500	1000	0.005	0.01	836.4445389487429	0.005817889195759486	0.009158961090080745	407.31542339925346
27	500	1000	0.005	0.01	3285.5659207190483	0.006387456169913564	0.009158961090080745	407.31542339925346
28	500	1000	0.005	0.01	1306.5757733135172	0.0028935636375181065	0.002165679550846869	407.31542339925346
28	500	1000	0.005	0.01	980.7554340003921	0.0023024822707355215	0.002165679550846869	407.31542339925346
28	500	1000	0.005	0.01	985.3254110805782	0.002335832759907295	0.002165679550846869	407.31542339925346
28	500	1000	0.005	0.01	4387.539818039488	0.003775124736373102	0.002165679550846869	407.31542339925346
29	500	1000	0.005	0.01	716.7072196032452	0.003995554335408142	0.0033535090489542735	407.31542339925346
29	500	1000	0.005	0.01	591.4738457565807	0.003257335306163861	0.0033535090489542735	407.31542339925346
29	500	1000	0.005	0.01	1213.4735748415935	0.0049107005412884425	0.0033535090489542735	407.31542339925346
29	500	1000	0.005	0.01	1179.328724915923	0.0050410426320514476	0.0033535090489542735	407.31542339925346
30	500	1000	0.005	0.01	1314.0509256532034	0.005359306179185349	0.00731150152970601	407.31542339925346
30	500	1000	0.005	0.01	2141.914493512613	0.006316012431627068	0.00731150152970601	407.31542339925346
30	500	1000	0.005	0.01	746.0002472974087	0.004511172920930238	0.00731150152970601	407.31542339925346
30	500	1000	0.005	0.01	3069.6733511045786	0.006110523894534965	0.00731150152970601	407.31542339925346
1	500	1000	0.005	0.1	925.9513119155257	0.0033179096689693434	0.004725552417870187	687.2829215238775
1	500	1000	0.005	0.1	1350.9580127578129	0.007166095972713354	0.004725552417870187	687.2829215238775
1	500	1000	0.005	0.1	4793.138493219077	0.009755107488761199	0.004725552417870187	687.2829215238775
1	500	1000	0.005	0.1	1079.2738430556108	0.0049207696563473464	0.004725552417870187	687.2829215238775
2	500	1000	0.005	0.1	51695.927032764834	0.015656231543108575	0.0038898436248205374	687.2829215238775
2	500	1000	0.005	0.1	2376.2545495153954	0.013300537073674986	0.0038898436248205374	687.2829215238775
2	500	1000	0.005	0.1	1197.8891558473895	0.0065539606722961755	0.0038898436248205374	687.2829215238775
2	500	1000	0.005	0.1	828.9796045858915	0.004264468196144602	0.0038898436248205374	687.2829215238775
3	500	1000	0.005	0.1	1271.1686418008467	0.004179441954856702	0.004039861910357901	687.2829215238775
3	500	1000	0.005	0.1	979.9664889824058	7.364507640313011e-5	0.004039861910357901	687.2829215238775
3	500	1000	0.005	0.1	714.5385469782623	-0.0027630179844426485	0.004039861910357901	687.2829215238775
3	500	1000	0.005	0.1	719.9943026474624	0.0014993795477699742	0.004039861910357901	687.2829215238775
4	500	1000	0.005	0.1	1026.1050718511926	0.0011393074684224373	0.00587749733237668	687.2829215238775
4	500	1000	0.005	0.1	1631.0232808248845	0.0039028675106222905	0.00587749733237668	687.2829215238775
4	500	1000	0.005	0.1	2783.353614815992	0.004481533305458258	0.00587749733237668	687.2829215238775
4	500	1000	0.005	0.1	1986.5150915762001	0.0053482360440363	0.00587749733237668	687.2829215238775
5	500	1000	0.005	0.1	687.4129171515447	0.007767515508616479	0.005459865480537754	687.2829215238775
5	500	1000	0.005	0.1	792.6697813954075	0.0072500163473056805	0.005459865480537754	687.2829215238775
5	500	1000	0.005	0.1	1096.1078601367606	0.010565647280483972	0.005459865480537754	687.2829215238775
5	500	1000	0.005	0.1	666.1101153790335	0.007403579192291957	0.005459865480537754	687.2829215238775
6	500	1000	0.005	0.1	826.0329242592757	0.009875391601374243	0.005103831312647778	687.2829215238775
6	500	1000	0.005	0.1	1023.7631936279671	0.011805364534912953	0.005103831312647778	687.2829215238775
6	500	1000	0.005	0.1	707.4668701736808	0.008051533108064798	0.005103831312647778	687.2829215238775
6	500	1000	0.005	0.1	-37733.05496451095	0.01819742019871147	0.005103831312647778	687.2829215238775
7	500	1000	0.005	0.1	832.1002783074188	0.010914460260601321	0.007252916405786883	687.2829215238775
7	500	1000	0.005	0.1	649.6990318563505	0.008310050204690623	0.007252916405786883	687.2829215238775
7	500	1000	0.005	0.1	4667.9060053367	0.018644924575243884	0.007252916405786883	687.2829215238775
7	500	1000	0.005	0.1	757.6725148783223	0.01306712636108527	0.007252916405786883	687.2829215238775
8	500	1000	0.005	0.1	2778.1447148873262	0.005867348354246133	0.0048809248739562095	687.2829215238775
8	500	1000	0.005	0.1	1097.6261110802047	0.003136200296689953	0.0048809248739562095	687.2829215238775
8	500	1000	0.005	0.1	644.4921096496236	-0.002998211737070941	0.0048809248739562095	687.2829215238775
8	500	1000	0.005	0.1	1046.2527099369647	0.0037948752645962955	0.0048809248739562095	687.2829215238775
9	500	1000	0.005	0.1	750.8139938378233	-0.0022533848160327117	0.0052789677997903345	687.2829215238775
9	500	1000	0.005	0.1	1213.5329488844188	0.0019178984554179097	0.0052789677997903345	687.2829215238775
9	500	1000	0.005	0.1	823.0078119570346	5.877763066363678e-4	0.0052789677997903345	687.2829215238775
9	500	1000	0.005	0.1	2081.2639018961067	0.0035052184853089003	0.0052789677997903345	687.2829215238775
10	500	1000	0.005	0.1	1514.3879011544939	0.007195041596312913	0.004715663689572288	687.2829215238775
10	500	1000	0.005	0.1	765.8651376676506	-7.344872823371125e-4	0.004715663689572288	687.2829215238775
10	500	1000	0.005	0.1	1094.1001673236328	0.0050630922486545665	0.004715663689572288	687.2829215238775
10	500	1000	0.005	0.1	1511.3247054688914	0.005601590397386805	0.004715663689572288	687.2829215238775
11	500	1000	0.005	0.1	944.3369862144616	0.00486420393674864	0.0038380649218557514	687.2829215238775
11	500	1000	0.005	0.1	602.0615219671164	5.859629253579001e-4	0.0038380649218557514	687.2829215238775
11	500	1000	0.005	0.1	703.820218298481	8.754445979052097e-4	0.0038380649218557514	687.2829215238775
11	500	1000	0.005	0.1	973.1682822770775	0.008058608614604631	0.0038380649218557514	687.2829215238775
12	500	1000	0.005	0.1	983.4202016165823	0.003486198255771243	0.0052949376424701764	687.2829215238775
12	500	1000	0.005	0.1	847.8890494150257	0.0032793473798032303	0.0052949376424701764	687.2829215238775
12	500	1000	0.005	0.1	1069.080778822135	0.00369397228071646	0.0052949376424701764	687.2829215238775
12	500	1000	0.005	0.1	899.7648254299343	0.001140143023770497	0.0052949376424701764	687.2829215238775
13	500	1000	0.005	0.1	2038.1500191621442	0.007834685984600201	0.004009414833884733	687.2829215238775
13	500	1000	0.005	0.1	1410.7434452622679	0.004944834914657048	0.004009414833884733	687.2829215238775
13	500	1000	0.005	0.1	1119.8973327383262	0.0035414777964566228	0.004009414833884733	687.2829215238775
13	500	1000	0.005	0.1	2894.183792170469	0.009838555637532094	0.004009414833884733	687.2829215238775
14	500	1000	0.005	0.1	712.580902421087	-0.001495907881006952	0.005923146212448172	687.2829215238775
14	500	1000	0.005	0.1	718.3287294231056	-0.0027130570494952374	0.005923146212448172	687.2829215238775
14	500	1000	0.005	0.1	1432.5032402053207	0.005500793870886085	0.005923146212448172	687.2829215238775
14	500	1000	0.005	0.1	646.3214043539612	-0.0031007236689024565	0.005923146212448172	687.2829215238775
15	500	1000	0.005	0.1	2587.1844427723613	0.009387306378154586	0.003910261987190072	687.2829215238775
15	500	1000	0.005	0.1	1137.6560360399114	0.003110235694363209	0.003910261987190072	687.2829215238775
15	500	1000	0.005	0.1	1477.8721376401545	0.004966966328351546	0.003910261987190072	687.2829215238775
15	500	1000	0.005	0.1	709.9813119035717	-2.4611253720354068e-5	0.003910261987190072	687.2829215238775
16	500	1000	0.005	0.1	4045.0044705589717	0.012498345180150545	0.004831843722026825	687.2829215238775
16	500	1000	0.005	0.1	448.04086361316786	9.040092354987308e-4	0.004831843722026825	687.2829215238775
16	500	1000	0.005	0.1	2598.2024151918713	0.011906416615005688	0.004831843722026825	687.2829215238775
16	500	1000	0.005	0.1	593.7069870376428	0.0016261131239729571	0.004831843722026825	687.2829215238775
17	500	1000	0.005	0.1	973.8246406548594	0.0020482526402169623	0.004581828663671228	687.2829215238775
17	500	1000	0.005	0.1	1503.6120054728906	0.004687770719873233	0.004581828663671228	687.2829215238775
17	500	1000	0.005	0.1	872.1340977469181	6.250450683063669e-4	0.004581828663671228	687.2829215238775
17	500	1000	0.005	0.1	824.1302752141825	0.0013812456254216562	0.004581828663671228	687.2829215238775
18	500	1000	0.005	0.1	1184.7222791422125	0.001924245995675641	0.0034507138826470416	687.2829215238775
18	500	1000	0.005	0.1	1035.2117159879626	-6.662968098098749e-4	0.0034507138826470416	687.2829215238775
18	500	1000	0.005	0.1	653.0168416248566	-0.004317701806675406	0.0034507138826470416	687.2829215238775
18	500	1000	0.005	0.1	886.6954591209765	-0.0015746716179600691	0.0034507138826470416	687.2829215238775
19	500	1000	0.005	0.1	1780.1583712563213	0.011437198936587782	0.007465810666709765	687.2829215238775
19	500	1000	0.005	0.1	2753.5332206337903	0.012500853262252825	0.007465810666709765	687.2829215238775
19	500	1000	0.005	0.1	451.2998938078143	-0.0040008975101976565	0.007465810666709765	687.2829215238775
19	500	1000	0.005	0.1	2753.133704367877	0.01097392259103732	0.007465810666709765	687.2829215238775
20	500	1000	0.005	0.1	798.09258941193	-0.0016909791692162354	0.0049563186911700035	687.2829215238775
20	500	1000	0.005	0.1	802.402738341025	4.0213355348158353e-4	0.0049563186911700035	687.2829215238775
20	500	1000	0.005	0.1	825.1680117654087	1.537720091733903e-4	0.0049563186911700035	687.2829215238775
20	500	1000	0.005	0.1	925.6409403588401	-6.270735235880995e-4	0.0049563186911700035	687.2829215238775
21	500	1000	0.005	0.1	805.531003127603	8.659844245543648e-5	0.003417279132509514	687.2829215238775
21	500	1000	0.005	0.1	1149.546675442261	0.0041695985210926665	0.003417279132509514	687.2829215238775
21	500	1000	0.005	0.1	646.6339632376425	-0.0015582101785172164	0.003417279132509514	687.2829215238775
21	500	1000	0.005	0.1	796.4795186331238	-3.6053562542393496e-4	0.003417279132509514	687.2829215238775
22	500	1000	0.005	0.1	811.4845419462875	0.0016780629671722571	0.0040189436922399395	687.2829215238775
22	500	1000	0.005	0.1	726.44790339035	-4.6924933735153097e-4	0.0040189436922399395	687.2829215238775
22	500	1000	0.005	0.1	502.98511302268054	-0.003149397105617097	0.0040189436922399395	687.2829215238775
22	500	1000	0.005	0.1	3092.995221974256	0.010716856836786737	0.0040189436922399395	687.2829215238775
23	500	1000	0.005	0.1	1474.8890628453903	0.010843765049707386	0.006255314928899704	687.2829215238775
23	500	1000	0.005	0.1	-35461.6447127926	0.018783924485060756	0.006255314928899704	687.2829215238775
23	500	1000	0.005	0.1	750.3828763908584	0.005663673193861875	0.006255314928899704	687.2829215238775
23	500	1000	0.005	0.1	936.0977297721112	0.007426782815821623	0.006255314928899704	687.2829215238775
24	500	1000	0.005	0.1	970.0716581535906	0.006388227676834556	0.003325063933229187	687.2829215238775
24	500	1000	0.005	0.1	655.2226449757445	0.003890866040190817	0.003325063933229187	687.2829215238775
24	500	1000	0.005	0.1	1606.7298302475688	0.01101664196730724	0.003325063933229187	687.2829215238775
24	500	1000	0.005	0.1	861.0152129087174	0.003560932981669446	0.003325063933229187	687.2829215238775
25	500	1000	0.005	0.1	1494.7832928614826	0.0073593810730821305	0.0044750622264055386	687.2829215238775
25	500	1000	0.005	0.1	3113.7532063606373	0.011763108657779365	0.0044750622264055386	687.2829215238775
25	500	1000	0.005	0.1	745.9883647264437	0.004456735810636679	0.0044750622264055386	687.2829215238775
25	500	1000	0.005	0.1	762.6683286965728	0.0031694004455756716	0.0044750622264055386	687.2829215238775
26	500	1000	0.005	0.1	1353.1153943844226	0.007080673224184209	0.0052298287706886385	687.2829215238775
26	500	1000	0.005	0.1	681.4494768476853	0.001257981551686285	0.0052298287706886385	687.2829215238775
26	500	1000	0.005	0.1	1288.1031829950487	0.005792439505095627	0.0052298287706886385	687.2829215238775
26	500	1000	0.005	0.1	3419.4838251124847	0.01191585346723088	0.0052298287706886385	687.2829215238775
27	500	1000	0.005	0.1	899.8629140942471	0.0071911920494005755	0.006409312822609074	687.2829215238775
27	500	1000	0.005	0.1	1656.7235590486978	0.010375147112359727	0.006409312822609074	687.2829215238775
27	500	1000	0.005	0.1	1399.5840218389303	0.00916486519947889	0.006409312822609074	687.2829215238775
27	500	1000	0.005	0.1	798.1187137660103	0.007262455172120978	0.006409312822609074	687.2829215238775
28	500	1000	0.005	0.1	3206.2764628021646	0.007167658284688124	0.005962994195338321	687.2829215238775
28	500	1000	0.005	0.1	2754.9215856149676	0.0063682962369234035	0.005962994195338321	687.2829215238775
28	500	1000	0.005	0.1	1464.1612352783593	0.004066965490446993	0.005962994195338321	687.2829215238775
28	500	1000	0.005	0.1	6294.336411072795	0.006689816007607901	0.005962994195338321	687.2829215238775
29	500	1000	0.005	0.1	2234.977985787658	0.015125976285275889	0.006510759144352529	687.2829215238775
29	500	1000	0.005	0.1	719.1163737894146	0.00609377003421503	0.006510759144352529	687.2829215238775
29	500	1000	0.005	0.1	531.5365460510299	0.006040035259515561	0.006510759144352529	687.2829215238775
29	500	1000	0.005	0.1	1350.014754578339	0.012573075817392919	0.006510759144352529	687.2829215238775
30	500	1000	0.005	0.1	787.4892668405897	0.0032059029403458915	0.005021929383413032	687.2829215238775
30	500	1000	0.005	0.1	896.266936665219	0.006229615578736248	0.005021929383413032	687.2829215238775
30	500	1000	0.005	0.1	968.5285530516112	0.00763508207156423	0.005021929383413032	687.2829215238775
30	500	1000	0.005	0.1	1212.652884202281	0.010116835041465417	0.005021929383413032	687.2829215238775
1	500	1000	0.005	0.5	2299.0511824793602	0.013764512363361549	0.004165255137268865	880.63889960752
1	500	1000	0.005	0.5	1658.4583535549377	0.014110119429083374	0.004165255137268865	880.63889960752
1	500	1000	0.005	0.5	3331.6992602625864	0.01835314846754052	0.004165255137268865	880.63889960752
1	500	1000	0.005	0.5	611.8252105875507	-0.015452433667032844	0.004165255137268865	880.63889960752
2	500	1000	0.005	0.5	2049.561280830144	0.015580503214119686	0.004662255912026157	880.63889960752
2	500	1000	0.005	0.5	3847.7986397248633	0.02891681456111763	0.004662255912026157	880.63889960752
2	500	1000	0.005	0.5	686.9121417619189	-0.006715419457278869	0.004662255912026157	880.63889960752
2	500	1000	0.005	0.5	1914.5697457685892	0.02068958215051693	0.004662255912026157	880.63889960752
3	500	1000	0.005	0.5	1526.7674932993953	0.021999646995233383	0.005194778617098161	880.63889960752
3	500	1000	0.005	0.5	1473.355684264144	0.010495232682842469	0.005194778617098161	880.63889960752
3	500	1000	0.005	0.5	1952.9548562551759	0.019865302376423213	0.005194778617098161	880.63889960752
3	500	1000	0.005	0.5	1610.6318269216551	0.024017617633463065	0.005194778617098161	880.63889960752
4	500	1000	0.005	0.5	806.9269221623526	5.949223292658107e-4	0.004513680626370471	880.63889960752
4	500	1000	0.005	0.5	1541.3210413893098	0.01525663066896421	0.004513680626370471	880.63889960752
4	500	1000	0.005	0.5	2288.3484991022774	0.018880550162350785	0.004513680626370471	880.63889960752
4	500	1000	0.005	0.5	1351.4275268267313	0.022284325056940148	0.004513680626370471	880.63889960752
5	500	1000	0.005	0.5	1024.0217793363015	-7.841189581005997e-4	0.005142728046963293	880.63889960752
5	500	1000	0.005	0.5	376.95176884788174	-0.04972213617612149	0.005142728046963293	880.63889960752
5	500	1000	0.005	0.5	903.4954243008527	0.004161951903812411	0.005142728046963293	880.63889960752
5	500	1000	0.005	0.5	998.3834419548305	0.005727948876547185	0.005142728046963293	880.63889960752
6	500	1000	0.005	0.5	686.2356490435592	-0.0028078504430045885	0.006736696889711064	880.63889960752
6	500	1000	0.005	0.5	700.1114800397286	-0.008178747888723968	0.006736696889711064	880.63889960752
6	500	1000	0.005	0.5	928.5732708233367	0.0015097387199019927	0.006736696889711064	880.63889960752
6	500	1000	0.005	0.5	1474.282237233314	0.014801620373048795	0.006736696889711064	880.63889960752
7	500	1000	0.005	0.5	1287.7372101892715	0.016993001518693533	0.00380925436950096	880.63889960752
7	500	1000	0.005	0.5	764.9033489643582	-0.0049065381776243035	0.00380925436950096	880.63889960752
7	500	1000	0.005	0.5	810.0298485721737	-0.003611209447326936	0.00380925436950096	880.63889960752
7	500	1000	0.005	0.5	871.2488948916482	7.942601878661391e-4	0.00380925436950096	880.63889960752
8	500	1000	0.005	0.5	689.4901931042614	-2.14023323603081e-4	0.005142380947655509	880.63889960752
8	500	1000	0.005	0.5	745.978669633637	-0.003772824376499777	0.005142380947655509	880.63889960752
8	500	1000	0.005	0.5	3324.283397030453	0.02885762532614395	0.005142380947655509	880.63889960752
8	500	1000	0.005	0.5	-15946.298027928455	0.041856656538447654	0.005142380947655509	880.63889960752
9	500	1000	0.005	0.5	9293.354009722922	0.03169704692107341	0.005710223626911965	880.63889960752
9	500	1000	0.005	0.5	1553.6621338407524	0.012922194036532695	0.005710223626911965	880.63889960752
9	500	1000	0.005	0.5	2352.910530814693	0.013064317944002925	0.005710223626911965	880.63889960752
9	500	1000	0.005	0.5	1179.7042195131705	0.007913046893172362	0.005710223626911965	880.63889960752
10	500	1000	0.005	0.5	690.4248027654907	-0.0037925867217958285	0.004606652158316981	880.63889960752
10	500	1000	0.005	0.5	731.7278248079864	0.0030293151571438993	0.004606652158316981	880.63889960752
10	500	1000	0.005	0.5	1139.025835291758	0.016533038643147594	0.004606652158316981	880.63889960752
10	500	1000	0.005	0.5	661.8511327215309	-0.002941794935527518	0.004606652158316981	880.63889960752
11	500	1000	0.005	0.5	1349.8223850741579	0.00793414087463421	0.005262256032340104	880.63889960752
11	500	1000	0.005	0.5	1036.012255053592	0.006180910615833682	0.005262256032340104	880.63889960752
11	500	1000	0.005	0.5	2637.0093832481452	0.018052841226206737	0.005262256032340104	880.63889960752
11	500	1000	0.005	0.5	1096.1662247685101	0.0011950225350170968	0.005262256032340104	880.63889960752
12	500	1000	0.005	0.5	1184.8465062946223	0.013508989843757667	0.0046221936935491046	880.63889960752
12	500	1000	0.005	0.5	1163.3772712102543	0.02004333374235077	0.0046221936935491046	880.63889960752
12	500	1000	0.005	0.5	629.065601680609	4.7094943166212447e-4	0.0046221936935491046	880.63889960752
12	500	1000	0.005	0.5	1807.6886363535316	0.02017070083477547	0.0046221936935491046	880.63889960752
13	500	1000	0.005	0.5	1319.8163530874656	0.020658946231050124	0.004073161177157131	880.63889960752
13	500	1000	0.005	0.5	1282.4520446849926	0.016665944586231437	0.004073161177157131	880.63889960752
13	500	1000	0.005	0.5	1082.8561802299398	0.005246108391752635	0.004073161177157131	880.63889960752
13	500	1000	0.005	0.5	4434.025253363036	0.03477115614862227	0.004073161177157131	880.63889960752
14	500	1000	0.005	0.5	3118.5279069725357	0.02651893239535067	0.005913144185696977	880.63889960752
14	500	1000	0.005	0.5	2637.8635314342814	0.019022135293366917	0.005913144185696977	880.63889960752
14	500	1000	0.005	0.5	1244.365354335551	0.009675732273678999	0.005913144185696977	880.63889960752
14	500	1000	0.005	0.5	658.0807669009822	-0.0011288064269863783	0.005913144185696977	880.63889960752
15	500	1000	0.005	0.5	795.5682963575169	-0.009153950396094037	0.0049022792583741405	880.63889960752
15	500	1000	0.005	0.5	862.4130416328002	-0.0011783688638688714	0.0049022792583741405	880.63889960752
15	500	1000	0.005	0.5	460.7853083766574	-0.0405513678181205	0.0049022792583741405	880.63889960752
15	500	1000	0.005	0.5	795.4093514479525	-0.007152199857086111	0.0049022792583741405	880.63889960752
16	500	1000	0.005	0.5	1504.9510494540286	0.015900865187038215	0.005117465111495797	880.63889960752
16	500	1000	0.005	0.5	1463.1093946614035	0.015976953126625462	0.005117465111495797	880.63889960752
16	500	1000	0.005	0.5	575.2081856392861	-0.017008050556117087	0.005117465111495797	880.63889960752
16	500	1000	0.005	0.5	971.9948413255523	0.008750310360823728	0.005117465111495797	880.63889960752
17	500	1000	0.005	0.5	946.589338496466	0.00344983906232284	0.005541798599592375	880.63889960752
17	500	1000	0.005	0.5	76271.54877936847	0.0341765228762006	0.005541798599592375	880.63889960752
17	500	1000	0.005	0.5	3259.609131727513	0.0339296851539518	0.005541798599592375	880.63889960752
17	500	1000	0.005	0.5	2125.1572777446895	0.02547941493463502	0.005541798599592375	880.63889960752
18	500	1000	0.005	0.5	3466.151069604735	0.01749836760010929	0.004550923072286999	880.63889960752
18	500	1000	0.005	0.5	942.1491028444976	-0.003650113242870932	0.004550923072286999	880.63889960752
18	500	1000	0.005	0.5	733.1003903354949	-0.012354884604077791	0.004550923072286999	880.63889960752
18	500	1000	0.005	0.5	874.939690170605	0.006157241198873286	0.004550923072286999	880.63889960752
19	500	1000	0.005	0.5	1350.6308753431883	0.011865054500251446	0.0050397427818502545	880.63889960752
19	500	1000	0.005	0.5	2414.071816902187	0.018976160830742918	0.0050397427818502545	880.63889960752
19	500	1000	0.005	0.5	765.0033599531095	0.0010986435479288894	0.0050397427818502545	880.63889960752
19	500	1000	0.005	0.5	1276.4397742196604	0.008926370444536083	0.0050397427818502545	880.63889960752
20	500	1000	0.005	0.5	1643.837878319744	0.027403536526028914	0.0058429204290452365	880.63889960752
20	500	1000	0.005	0.5	866.7698918088781	0.010633223956010929	0.0058429204290452365	880.63889960752
20	500	1000	0.005	0.5	1510.428583787906	0.018087508714564368	0.0058429204290452365	880.63889960752
20	500	1000	0.005	0.5	816.8966749537938	0.004870390916223714	0.0058429204290452365	880.63889960752
21	500	1000	0.005	0.5	478.7484391560726	-0.02153117491991378	0.0056692175275342635	880.63889960752
21	500	1000	0.005	0.5	952.4816489180863	-0.006455030547844989	0.0056692175275342635	880.63889960752
21	500	1000	0.005	0.5	1026.0726636109387	0.011039832743600451	0.0056692175275342635	880.63889960752
21	500	1000	0.005	0.5	617.2537790888023	-0.014968492328427365	0.0056692175275342635	880.63889960752
22	500	1000	0.005	0.5	1864.2411032454993	0.015417953647987788	0.004511084667373032	880.63889960752
22	500	1000	0.005	0.5	1855.5164458276474	0.020834666722525496	0.004511084667373032	880.63889960752
22	500	1000	0.005	0.5	1061.9966751005425	0.012647755600475784	0.004511084667373032	880.63889960752
22	500	1000	0.005	0.5	1775.1198278679274	0.019970249034788046	0.004511084667373032	880.63889960752
23	500	1000	0.005	0.5	1410.0142340255607	0.008112435866322671	0.005700697142585044	880.63889960752
23	500	1000	0.005	0.5	1598.8145148374806	0.014920763942381897	0.005700697142585044	880.63889960752
23	500	1000	0.005	0.5	1147.1535196412167	-0.001063348878197783	0.005700697142585044	880.63889960752
23	500	1000	0.005	0.5	1709.9561782235016	0.012328185885868684	0.005700697142585044	880.63889960752
