L	N	Va	genlen	r	t0	t1	cov	gen	va_r	covbin
10	1e3	0.001	0	0	5	6	2.1004634514763706e-4	6	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	7	2.345761799860428e-4	7	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	8	2.606753738223346e-4	8	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	9	1.420634281753479e-4	9	Inf	(8.43e-05,0.000143]
10	1e3	0.001	0	0	5	10	2.551607115683669e-4	10	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	11	2.0876639075406353e-4	11	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	12	2.3708859344236393e-4	12	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	13	2.1001924475366434e-4	13	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	14	1.9879420437060233e-4	14	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	15	1.9833133554923873e-4	15	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	16	1.434118305009924e-4	16	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	17	2.2098794241339116e-4	17	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	18	2.720960221812566e-4	18	Inf	(0.000263,0.000677]
10	1e3	0.001	0	0	5	19	1.1505469599675108e-4	19	Inf	(8.43e-05,0.000143]
10	1e3	0.001	0	0	5	20	1.4535579913196157e-4	20	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	21	2.2401038673027597e-4	21	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	22	2.230686372410474e-4	22	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	23	2.2633090839879015e-4	23	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	24	2.3396758449645746e-4	24	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	25	2.4668772576997146e-4	25	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	26	2.4393176952577895e-4	26	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	27	1.8085133612423207e-4	27	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	28	2.733649987758577e-4	28	Inf	(0.000263,0.000677]
10	1e3	0.001	0	0	5	29	0.00016122069814336926	29	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	30	1.5021145239476827e-4	30	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	31	1.8127211310849475e-4	31	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	32	2.483758598673201e-4	32	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	33	1.884733088145643e-4	33	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	34	5.209272729349099e-5	34	Inf	(5.1e-05,8.43e-05]
10	1e3	0.001	0	0	5	35	1.339223923764432e-4	35	Inf	(8.43e-05,0.000143]
10	1e3	0.001	0	0	5	36	9.399713365682316e-5	36	Inf	(8.43e-05,0.000143]
10	1e3	0.001	0	0	5	37	1.4449034239940188e-4	37	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	38	1.8938576884152818e-4	38	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	39	1.5460999009529508e-4	39	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	40	1.0461007427906263e-4	40	Inf	(8.43e-05,0.000143]
10	1e3	0.001	0	0	5	41	2.0633450491623127e-4	41	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	42	1.7631327279425793e-4	42	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	43	1.808567843206466e-4	43	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	44	1.4908269350939683e-4	44	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	45	8.238970210886749e-5	45	Inf	(5.1e-05,8.43e-05]
10	1e3	0.001	0	0	5	46	1.978464389361996e-4	46	Inf	(0.000143,0.000263]
10	1e3	0.001	0	0	5	47	1.2193526023094865e-4	47	Inf	(8.43e-05,0.000143]
10	1e3	0.001	0	0	5	48	1.2341655959800284e-4	48	Inf	(8.43e-05,0.000143]
10	1e3	0.001	0	0	5	49	9.966057269332683e-5	49	Inf	(8.43e-05,0.000143]
10	1e3	0.001	0	0	5	50	2.012043668129577e-4	50	Inf	(0.000143,0.000263]
10	1e3	0.001	0.005	0.004975083125415947	5	6	9.377874588417931e-5	6	0.2	(8.43e-05,0.000143]
10	1e3	0.001	0.005	0.004975083125415947	5	7	4.810071972098109e-5	7	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	8	8.652827311266063e-5	8	0.2	(8.43e-05,0.000143]
10	1e3	0.001	0.005	0.004975083125415947	5	9	7.624096959924166e-5	9	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	10	5.489773401493156e-5	10	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	11	6.954213453950418e-5	11	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	12	1.0206374520605052e-4	12	0.2	(8.43e-05,0.000143]
10	1e3	0.001	0.005	0.004975083125415947	5	13	6.742179237340633e-5	13	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	14	4.5163997707267485e-5	14	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	15	7.690023259809767e-5	15	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	16	4.7412750910313055e-5	16	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	17	9.509492493336581e-5	17	0.2	(8.43e-05,0.000143]
10	1e3	0.001	0.005	0.004975083125415947	5	18	7.956922945702103e-5	18	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	19	9.922561376699144e-5	19	0.2	(8.43e-05,0.000143]
10	1e3	0.001	0.005	0.004975083125415947	5	20	7.049819340293104e-5	20	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	21	6.651274604751832e-5	21	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	22	2.570365692662336e-5	22	0.2	(1.35e-05,2.77e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	23	4.5712033578782243e-5	23	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	24	6.365597099307162e-5	24	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	25	8.46662945180764e-5	25	0.2	(8.43e-05,0.000143]
10	1e3	0.001	0.005	0.004975083125415947	5	26	8.025787749268549e-5	26	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	27	7.599233446700708e-5	27	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	28	5.471866178495287e-5	28	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	29	7.802438528494777e-5	29	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	30	2.1011464574057866e-5	30	0.2	(1.35e-05,2.77e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	31	5.2033827269610706e-5	31	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	32	1.3209865808926854e-5	32	0.2	(5.96e-06,1.35e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	33	7.925209671657132e-5	33	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	34	4.388994946026379e-5	34	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	35	4.1970284423222665e-5	35	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	36	7.774998704080829e-5	36	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	37	6.369708485641372e-5	37	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	38	4.379409455388913e-5	38	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	39	5.6372869668594214e-5	39	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	40	3.8081791281441815e-5	40	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	41	5.198066948814619e-5	41	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	42	9.677459016872783e-5	42	0.2	(8.43e-05,0.000143]
10	1e3	0.001	0.005	0.004975083125415947	5	43	7.879560188918862e-5	43	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	44	5.1421002863384085e-5	44	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	45	5.870228536048089e-5	45	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	46	3.65088137765989e-5	46	0.2	(2.77e-05,5.1e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	47	6.228754685824546e-5	47	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	48	1.4677480307348476e-5	48	0.2	(1.35e-05,2.77e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	49	6.258227959578352e-5	49	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.005	0.004975083125415947	5	50	7.826149751521337e-5	50	0.2	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	6	6.241993857490413e-5	6	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	7	2.8508820813190375e-5	7	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	8	3.306188197942982e-5	8	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	9	3.429689957031983e-5	9	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	10	4.6354746428242536e-5	10	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	11	5.750732870229888e-5	11	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	12	3.719714949252081e-5	12	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	13	6.828863916912428e-5	13	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	14	3.1702652077285684e-5	14	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	15	4.1443996049501026e-5	15	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	16	3.0675650591497376e-5	16	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	17	3.521592934929253e-5	17	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	18	3.577673819152591e-5	18	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	19	7.02719538368767e-5	19	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	20	6.368051041206156e-5	20	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	21	4.9225809383088286e-5	21	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	22	6.005138142643563e-5	22	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	23	5.5664747438468067e-5	23	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	24	3.351297863100629e-5	24	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	25	9.07337749876947e-5	25	0.1	(8.43e-05,0.000143]
10	1e3	0.001	0.01	0.009900663346622374	5	26	2.1605566008490505e-5	26	0.1	(1.35e-05,2.77e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	27	7.999181096169203e-5	27	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	28	3.961663216127597e-5	28	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	29	3.469429594215144e-5	29	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	30	4.1989083776371454e-5	30	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	31	6.2096670695311e-5	31	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	32	4.889290728454787e-5	32	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	33	4.41810888807055e-5	33	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	34	5.24246685570836e-5	34	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	35	4.237582390134897e-5	35	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	36	4.3593713446395374e-5	36	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	37	4.54803666063104e-5	37	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	38	3.0077613413575106e-5	38	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	39	4.4691580473028303e-05	39	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	40	6.50765005643649e-5	40	0.1	(5.1e-05,8.43e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	41	2.5843274630643652e-5	41	0.1	(1.35e-05,2.77e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	42	4.825302741362042e-5	42	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	43	4.3506423814776615e-5	43	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	44	2.4336897190498678e-5	44	0.1	(1.35e-05,2.77e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	45	1.2503800561230064e-5	45	0.1	(5.96e-06,1.35e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	46	3.6447714636771985e-5	46	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	47	3.613815371955194e-5	47	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	48	2.5042813791799554e-5	48	0.1	(1.35e-05,2.77e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	49	2.2596785447182655e-5	49	0.1	(1.35e-05,2.77e-05]
10	1e3	0.001	0.01	0.009900663346622374	5	50	4.2634547922318044e-5	50	0.1	(2.77e-05,5.1e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	6	2.2473107988825052e-5	6	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	7	2.5258891548634548e-5	7	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	8	2.63133440177581e-5	8	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	9	1.790732910245384e-5	9	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	10	2.7056158287212537e-5	10	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	11	3.037206813620185e-5	11	0.02	(2.77e-05,5.1e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	12	1.798409341703536e-5	12	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	13	1.5536845592033306e-5	13	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	14	2.2674729305490358e-5	14	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	15	2.112891814449802e-5	15	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	16	2.84901652956576e-5	16	0.02	(2.77e-05,5.1e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	17	2.5643126717097734e-5	17	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	18	3.3429847685273525e-5	18	0.02	(2.77e-05,5.1e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	19	2.2479783197775117e-5	19	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	20	-5.914923343119572e-7	20	0.02	[-0.000794,-3.41e-08]
10	1e3	0.001	0.05	0.04758129098202024	5	21	1.3453872591823315e-5	21	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	22	7.756310991865577e-6	22	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	23	2.052609292462285e-5	23	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	24	9.940470168508662e-6	24	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	25	6.516969307354673e-6	25	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	26	2.0314576627314787e-5	26	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	27	1.9664184868738383e-5	27	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	28	3.086900475041223e-5	28	0.02	(2.77e-05,5.1e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	29	3.698327297042124e-5	29	0.02	(2.77e-05,5.1e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	30	-1.8528431621935385e-6	30	0.02	[-0.000794,-3.41e-08]
10	1e3	0.001	0.05	0.04758129098202024	5	31	1.0214992811602092e-5	31	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	32	6.5225173172328255e-6	32	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	33	2.3808643701239206e-5	33	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	34	1.8030916786120847e-5	34	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	35	4.6931932397039556e-5	35	0.02	(2.77e-05,5.1e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	36	2.631935402476705e-5	36	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	37	9.921749700547758e-6	37	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	38	8.403664190570094e-6	38	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	39	1.3249809038035907e-5	39	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	40	-1.8488315749063762e-6	40	0.02	[-0.000794,-3.41e-08]
10	1e3	0.001	0.05	0.04758129098202024	5	41	7.359393581435219e-6	41	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	42	1.9395032670478458e-5	42	0.02	(1.35e-05,2.77e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	43	7.885165407241082e-6	43	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	44	5.957405289534433e-6	44	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	45	3.010634374762812e-5	45	0.02	(2.77e-05,5.1e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	46	1.9663746292750804e-6	46	0.02	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.05	0.04758129098202024	5	47	1.1934432748204277e-5	47	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	48	7.720695076735276e-6	48	0.02	(5.96e-06,1.35e-05]
10	1e3	0.001	0.05	0.04758129098202024	5	49	-3.1626195617210246e-6	49	0.02	[-0.000794,-3.41e-08]
10	1e3	0.001	0.05	0.04758129098202024	5	50	-5.231211454330204e-6	50	0.02	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	6	1.9838502020714718e-5	6	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	7	1.496967969836194e-5	7	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	8	1.6128310172771143e-5	8	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	9	-1.0875027076510339e-5	9	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	10	-8.577733473243036e-6	10	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	11	-2.3225868002780144e-6	11	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	12	-7.089387043333474e-6	12	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	13	1.4331395898422678e-5	13	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	14	1.530735523717083e-5	14	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	15	1.8800926644908432e-5	15	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	16	1.46156112831063e-5	16	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	17	-4.86695513604445e-6	17	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	18	5.007348664535853e-6	18	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	19	1.6340334801136694e-5	19	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	20	1.159248494462474e-5	20	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	21	-1.848066385691231e-5	21	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	22	1.2458799635802435e-5	22	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	23	1.3505371602251415e-6	23	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	24	6.020704064162991e-6	24	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	25	-4.719924272623809e-6	25	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	26	-3.898919816844605e-6	26	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	27	1.5221447552377954e-5	27	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	28	1.9567334311935388e-5	28	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	29	5.479055348870234e-6	29	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	30	1.6290382545217838e-6	30	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	31	-8.270434327482935e-6	31	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	32	-2.237387067888923e-6	32	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	33	-3.9037681155840075e-6	33	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	34	7.242704087136374e-6	34	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	35	7.37542242264071e-6	35	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	36	2.658934979346002e-6	36	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	37	2.2098686179118816e-5	37	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	38	-3.133239346475003e-6	38	0.01	[-0.000794,-3.41e-08]
10	1e3	0.001	0.1	0.09063462346100909	5	39	2.0890649590181692e-7	39	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	40	3.891111534645591e-6	40	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	41	1.2721565019697326e-5	41	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	42	6.536474203822312e-6	42	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	43	1.623701157676795e-5	43	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	44	1.5664464275400632e-6	44	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	45	7.5165916380228035e-6	45	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	46	8.04655900968767e-7	46	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	47	6.221077321945589e-6	47	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	48	4.099834923865658e-6	48	0.01	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.1	0.09063462346100909	5	49	6.834756257815153e-6	49	0.01	(5.96e-06,1.35e-05]
10	1e3	0.001	0.1	0.09063462346100909	5	50	1.806097839674622e-5	50	0.01	(1.35e-05,2.77e-05]
10	1e3	0.001	0.5	0.31606027941427883	5	6	2.0502538089383895e-6	6	0.002	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.5	0.31606027941427883	5	7	-3.7583286630401235e-6	7	0.002	[-0.000794,-3.41e-08]
10	1e3	0.001	0.5	0.31606027941427883	5	8	7.359674051573504e-6	8	0.002	(5.96e-06,1.35e-05]
10	1e3	0.001	0.5	0.31606027941427883	5	9	1.1387281681847407e-5	9	0.002	(5.96e-06,1.35e-05]
10	1e3	0.001	0.5	0.31606027941427883	5	10	-1.152814990713755e-6	10	0.002	[-0.000794,-3.41e-08]
10	1e3	0.001	0.5	0.31606027941427883	5	11	8.909789359355302e-6	11	0.002	(5.96e-06,1.35e-05]
10	1e3	0.001	0.5	0.31606027941427883	5	12	8.051405777467196e-6	12	0.002	(5.96e-06,1.35e-05]
10	1e3	0.001	0.5	0.31606027941427883	5	13	-1.0594969473964937e-5	13	0.002	[-0.000794,-3.41e-08]
10	1e3	0.001	0.5	0.31606027941427883	5	14	2.923818869992755e-6	14	0.002	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.5	0.31606027941427883	5	15	1.988713297320637e-6	15	0.002	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.5	0.31606027941427883	5	16	6.2860640015822886e-6	16	0.002	(5.96e-06,1.35e-05]
10	1e3	0.001	0.5	0.31606027941427883	5	17	5.467853021636153e-6	17	0.002	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.5	0.31606027941427883	5	18	7.703211746373862e-7	18	0.002	(-3.41e-08,5.96e-06]
10	1e3	0.001	0.5	0.31606027941427883	5	19	-9.348289233420405e-6	19	0.002	[-0.000794,-3.41e-08]
10	1e3	0.001	0.5	0.31606027941427883	5	20	9.758588621693671e-6	20	0.002	(5.96e-06,1.35e-05]
