L	N	Va	genlen	r	t0	t1	cov	gen	va_r	covbin
10	1e3	0.08	0.005	0.004975083125415947	5	46	NA	46	16	NA
10	1e3	0.08	0.005	0.004975083125415947	5	47	NA	47	16	NA
10	1e3	0.08	0.005	0.004975083125415947	5	48	NA	48	16	NA
10	1e3	0.08	0.005	0.004975083125415947	5	49	NA	49	16	NA
10	1e3	0.08	0.005	0.004975083125415947	5	50	NA	50	16	NA
10	1e3	0.08	0.01	0.009900663346622374	5	6	0.0041557316021392015	6	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	7	0.0039516266693568215	7	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	8	0.003443376378366529	8	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	9	0.003114645439185695	9	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	10	0.0026681192208788534	10	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	11	0.0025675828446693767	11	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	12	0.0020717232185132016	12	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	13	0.001844862362862647	13	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	14	0.001479319465467851	14	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	15	0.0012540297039138715	15	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	16	0.0010196615733990178	16	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	17	9.684840714947832e-4	17	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	18	7.913160903176609e-4	18	8	(0.000677,0.0223]
10	1e3	0.08	0.01	0.009900663346622374	5	19	6.467776978971918e-4	19	8	(0.000263,0.000677]
10	1e3	0.08	0.01	0.009900663346622374	5	20	6.546239860924048e-4	20	8	(0.000263,0.000677]
10	1e3	0.08	0.01	0.009900663346622374	5	21	3.012249423281867e-4	21	8	(0.000263,0.000677]
10	1e3	0.08	0.01	0.009900663346622374	5	22	3.6548827805171237e-4	22	8	(0.000263,0.000677]
10	1e3	0.08	0.01	0.009900663346622374	5	23	2.5706495199963395e-4	23	8	(0.000143,0.000263]
10	1e3	0.08	0.01	0.009900663346622374	5	24	2.4300600658042776e-4	24	8	(0.000143,0.000263]
10	1e3	0.08	0.01	0.009900663346622374	5	25	1.770616538171707e-4	25	8	(0.000143,0.000263]
10	1e3	0.08	0.01	0.009900663346622374	5	26	7.590262796803024e-5	26	8	(5.1e-05,8.43e-05]
10	1e3	0.08	0.01	0.009900663346622374	5	27	1.4371170931381353e-4	27	8	(0.000143,0.000263]
10	1e3	0.08	0.01	0.009900663346622374	5	28	-1.1378889468084241e-4	28	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	29	-4.5585418778778865e-5	29	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	30	-1.0298352035366421e-4	30	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	31	-7.354443149708699e-5	31	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	32	1.6001320905628785e-4	32	8	(0.000143,0.000263]
10	1e3	0.08	0.01	0.009900663346622374	5	33	-1.5463050716377523e-4	33	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	34	-1.7656573643666686e-4	34	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	35	-2.6428138981052435e-4	35	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	36	-2.371125952063921e-4	36	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	37	-2.269594805579282e-4	37	8	[-0.000794,-3.41e-08]
10	1e3	0.08	0.01	0.009900663346622374	5	38	NA	38	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	39	NA	39	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	40	NA	40	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	41	NA	41	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	42	NA	42	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	43	NA	43	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	44	NA	44	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	45	NA	45	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	46	NA	46	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	47	NA	47	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	48	NA	48	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	49	NA	49	8	NA
10	1e3	0.08	0.01	0.009900663346622374	5	50	NA	50	8	NA
10	1e3	0.08	0.05	0.04758129098202024	5	6	0.0014757838091516758	6	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	7	0.0014337720113773637	7	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	8	0.0014156204023074125	8	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	9	0.0013326148400444036	9	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	10	0.001249054412743268	10	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	11	0.001065373455865297	11	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	12	9.216934368120958e-4	12	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	13	7.964669202734628e-4	13	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	14	7.226530484535149e-4	14	1.5999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.05	0.04758129098202024	5	15	6.028442443822359e-4	15	1.5999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.05	0.04758129098202024	5	16	5.277357535136902e-4	16	1.5999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.05	0.04758129098202024	5	17	4.7450107350584784e-4	17	1.5999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.05	0.04758129098202024	5	18	3.8907777757978457e-4	18	1.5999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.05	0.04758129098202024	5	19	3.0878565945974593e-4	19	1.5999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.05	0.04758129098202024	5	20	2.1359739922605951e-4	20	1.5999999999999999	(0.000143,0.000263]
10	1e3	0.08	0.05	0.04758129098202024	5	21	2.0694120705030676e-4	21	1.5999999999999999	(0.000143,0.000263]
10	1e3	0.08	0.05	0.04758129098202024	5	22	1.7761130096768382e-4	22	1.5999999999999999	(0.000143,0.000263]
10	1e3	0.08	0.05	0.04758129098202024	5	23	1.225478468043476e-4	23	1.5999999999999999	(8.43e-05,0.000143]
10	1e3	0.08	0.05	0.04758129098202024	5	24	1.0864893847237583e-4	24	1.5999999999999999	(8.43e-05,0.000143]
10	1e3	0.08	0.05	0.04758129098202024	5	25	9.952632575114601e-5	25	1.5999999999999999	(8.43e-05,0.000143]
10	1e3	0.08	0.05	0.04758129098202024	5	26	6.60516403579406e-5	26	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	27	9.240562224182437e-6	27	1.5999999999999999	(5.96e-06,1.35e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	28	7.352823193157447e-5	28	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	29	3.984389833324208e-6	29	1.5999999999999999	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.05	0.04758129098202024	5	30	3.147499302829485e-5	30	1.5999999999999999	(2.77e-05,5.1e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	31	4.6464034480293716e-5	31	1.5999999999999999	(2.77e-05,5.1e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	32	7.33837741395381e-5	32	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	33	5.31665958127572e-5	33	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	34	1.6695611865577927e-5	34	1.5999999999999999	(1.35e-05,2.77e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	35	6.369023082842134e-5	35	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	36	6.1139834033361e-5	36	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	37	5.715776645866629e-5	37	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	38	5.404163543820575e-5	38	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	39	9.594116970358527e-5	39	1.5999999999999999	(8.43e-05,0.000143]
10	1e3	0.08	0.05	0.04758129098202024	5	40	2.888668222766894e-5	40	1.5999999999999999	(2.77e-05,5.1e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	41	5.4077984899650704e-5	41	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	42	2.4112030871179757e-5	42	1.5999999999999999	(1.35e-05,2.77e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	43	7.531006472314386e-5	43	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	44	6.29973374385259e-5	44	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	45	6.949812864082121e-5	45	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	46	1.9194631869250238e-5	46	1.5999999999999999	(1.35e-05,2.77e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	47	6.645913878665145e-5	47	1.5999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.05	0.04758129098202024	5	48	4.628090659476553e-6	48	1.5999999999999999	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.05	0.04758129098202024	5	49	-1.4756924005171588e-5	49	1.5999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.05	0.04758129098202024	5	50	-1.9399433063823543e-5	50	1.5999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	6	8.991384949118015e-4	6	0.7999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.1	0.09063462346100909	5	7	8.750452961879595e-4	7	0.7999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.1	0.09063462346100909	5	8	8.17470420583044e-4	8	0.7999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.1	0.09063462346100909	5	9	7.557193478524684e-4	9	0.7999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.1	0.09063462346100909	5	10	7.182135516254176e-4	10	0.7999999999999999	(0.000677,0.0223]
10	1e3	0.08	0.1	0.09063462346100909	5	11	6.30134097955119e-4	11	0.7999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.1	0.09063462346100909	5	12	5.808882958227866e-4	12	0.7999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.1	0.09063462346100909	5	13	5.018499677548703e-4	13	0.7999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.1	0.09063462346100909	5	14	4.4341589646166755e-4	14	0.7999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.1	0.09063462346100909	5	15	3.889799430263989e-4	15	0.7999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.1	0.09063462346100909	5	16	3.4821877219772717e-4	16	0.7999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.1	0.09063462346100909	5	17	3.0438917410547647e-4	17	0.7999999999999999	(0.000263,0.000677]
10	1e3	0.08	0.1	0.09063462346100909	5	18	2.489947676120124e-4	18	0.7999999999999999	(0.000143,0.000263]
10	1e3	0.08	0.1	0.09063462346100909	5	19	2.19126576346858e-4	19	0.7999999999999999	(0.000143,0.000263]
10	1e3	0.08	0.1	0.09063462346100909	5	20	1.7539572528927315e-4	20	0.7999999999999999	(0.000143,0.000263]
10	1e3	0.08	0.1	0.09063462346100909	5	21	1.5538587654899242e-4	21	0.7999999999999999	(0.000143,0.000263]
10	1e3	0.08	0.1	0.09063462346100909	5	22	1.562113433605264e-4	22	0.7999999999999999	(0.000143,0.000263]
10	1e3	0.08	0.1	0.09063462346100909	5	23	1.222984854793835e-4	23	0.7999999999999999	(8.43e-05,0.000143]
10	1e3	0.08	0.1	0.09063462346100909	5	24	1.1660540020104624e-4	24	0.7999999999999999	(8.43e-05,0.000143]
10	1e3	0.08	0.1	0.09063462346100909	5	25	5.081861403168158e-5	25	0.7999999999999999	(2.77e-05,5.1e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	26	6.825355685534504e-5	26	0.7999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	27	7.095658596453952e-5	27	0.7999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	28	7.619381824536401e-5	28	0.7999999999999999	(5.1e-05,8.43e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	29	3.243119229838021e-5	29	0.7999999999999999	(2.77e-05,5.1e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	30	3.2881481984377e-5	30	0.7999999999999999	(2.77e-05,5.1e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	31	3.1815506208353676e-5	31	0.7999999999999999	(2.77e-05,5.1e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	32	1.387895572683017e-5	32	0.7999999999999999	(1.35e-05,2.77e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	33	9.758735635103484e-6	33	0.7999999999999999	(5.96e-06,1.35e-05]
10	1e3	0.08	0.1	0.09063462346100909	5	34	-4.5090668332964254e-8	34	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	35	5.351526243115775e-6	35	0.7999999999999999	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.1	0.09063462346100909	5	36	-1.975993197116324e-5	36	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	37	-3.410561600310327e-7	37	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	38	-2.2361157125817374e-5	38	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	39	2.9568871212886817e-6	39	0.7999999999999999	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.1	0.09063462346100909	5	40	-3.883058807589498e-6	40	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	41	-1.1241551375013207e-5	41	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	42	-2.0473339452165716e-5	42	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	43	-3.0220705112292073e-5	43	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	44	-1.1865495248810429e-6	44	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	45	-6.247023177204977e-6	45	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	46	-2.1927112701360473e-5	46	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	47	-1.08637449624941e-6	47	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	48	5.367969362789414e-6	48	0.7999999999999999	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.1	0.09063462346100909	5	49	-3.435468847801231e-5	49	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.1	0.09063462346100909	5	50	-2.5793010647164677e-5	50	0.7999999999999999	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	6	2.6941699413828696e-4	6	0.16	(0.000263,0.000677]
10	1e3	0.08	0.5	0.31606027941427883	5	7	2.694604414407084e-4	7	0.16	(0.000263,0.000677]
10	1e3	0.08	0.5	0.31606027941427883	5	8	2.562428201831974e-4	8	0.16	(0.000143,0.000263]
10	1e3	0.08	0.5	0.31606027941427883	5	9	2.3660036011513748e-4	9	0.16	(0.000143,0.000263]
10	1e3	0.08	0.5	0.31606027941427883	5	10	2.3303065575314594e-4	10	0.16	(0.000143,0.000263]
10	1e3	0.08	0.5	0.31606027941427883	5	11	2.0811044089361275e-4	11	0.16	(0.000143,0.000263]
10	1e3	0.08	0.5	0.31606027941427883	5	12	1.9359370724741714e-4	12	0.16	(0.000143,0.000263]
10	1e3	0.08	0.5	0.31606027941427883	5	13	1.5477286766420192e-4	13	0.16	(0.000143,0.000263]
10	1e3	0.08	0.5	0.31606027941427883	5	14	1.568134102451714e-4	14	0.16	(0.000143,0.000263]
10	1e3	0.08	0.5	0.31606027941427883	5	15	1.3071120000761007e-4	15	0.16	(8.43e-05,0.000143]
10	1e3	0.08	0.5	0.31606027941427883	5	16	1.0992432740830629e-4	16	0.16	(8.43e-05,0.000143]
10	1e3	0.08	0.5	0.31606027941427883	5	17	9.23796305441151e-5	17	0.16	(8.43e-05,0.000143]
10	1e3	0.08	0.5	0.31606027941427883	5	18	8.286399309470145e-5	18	0.16	(5.1e-05,8.43e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	19	5.472529577445241e-5	19	0.16	(5.1e-05,8.43e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	20	5.018484736641396e-5	20	0.16	(2.77e-05,5.1e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	21	4.050657819728785e-5	21	0.16	(2.77e-05,5.1e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	22	3.4240292663586295e-5	22	0.16	(2.77e-05,5.1e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	23	4.060182132594087e-5	23	0.16	(2.77e-05,5.1e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	24	1.9219401573687044e-5	24	0.16	(1.35e-05,2.77e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	25	2.3182196869107133e-5	25	0.16	(1.35e-05,2.77e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	26	-2.879540632715536e-6	26	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	27	1.0024579598145463e-5	27	0.16	(5.96e-06,1.35e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	28	1.2766671407762548e-5	28	0.16	(5.96e-06,1.35e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	29	5.389471455704105e-6	29	0.16	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.5	0.31606027941427883	5	30	1.2419697105023179e-5	30	0.16	(5.96e-06,1.35e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	31	-1.3977748130937485e-6	31	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	32	-1.2955706910866417e-5	32	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	33	-4.5781823696000826e-6	33	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	34	-1.6962012312152916e-5	34	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	35	-8.123702830242955e-7	35	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	36	-4.085242038358099e-6	36	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	37	-1.353097539630933e-5	37	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	38	5.542424666752414e-6	38	0.16	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.5	0.31606027941427883	5	39	7.85460344454795e-6	39	0.16	(5.96e-06,1.35e-05]
10	1e3	0.08	0.5	0.31606027941427883	5	40	-8.389394602694178e-6	40	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	41	-6.857794619444013e-6	41	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	42	1.5876215232382855e-6	42	0.16	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.5	0.31606027941427883	5	43	-1.4006607745469197e-5	43	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	44	2.677023290699302e-7	44	0.16	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.5	0.31606027941427883	5	45	1.8020090075463587e-6	45	0.16	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.5	0.31606027941427883	5	46	1.913250881843392e-6	46	0.16	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.5	0.31606027941427883	5	47	-1.5453751367234151e-6	47	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	48	5.65574786884023e-6	48	0.16	(-3.41e-08,5.96e-06]
10	1e3	0.08	0.5	0.31606027941427883	5	49	-1.8436538633784792e-6	49	0.16	[-0.000794,-3.41e-08]
10	1e3	0.08	0.5	0.31606027941427883	5	50	1.9819459358588373e-5	50	0.16	(1.35e-05,2.77e-05]
10	1e3	0.08	1.5	0.475106465816068	5	6	1.1815716740008774e-4	6	0.05333333333333334	(8.43e-05,0.000143]
10	1e3	0.08	1.5	0.475106465816068	5	7	1.0092576800136999e-4	7	0.05333333333333334	(8.43e-05,0.000143]
10	1e3	0.08	1.5	0.475106465816068	5	8	1.0161185111937002e-4	8	0.05333333333333334	(8.43e-05,0.000143]
10	1e3	0.08	1.5	0.475106465816068	5	9	9.043228882026395e-5	9	0.05333333333333334	(8.43e-05,0.000143]
10	1e3	0.08	1.5	0.475106465816068	5	10	9.240961673668023e-5	10	0.05333333333333334	(8.43e-05,0.000143]
10	1e3	0.08	1.5	0.475106465816068	5	11	8.097531428355098e-5	11	0.05333333333333334	(5.1e-05,8.43e-05]
10	1e3	0.08	1.5	0.475106465816068	5	12	7.553071142049653e-5	12	0.05333333333333334	(5.1e-05,8.43e-05]
10	1e3	0.08	1.5	0.475106465816068	5	13	6.838789078695378e-5	13	0.05333333333333334	(5.1e-05,8.43e-05]
10	1e3	0.08	1.5	0.475106465816068	5	14	4.574094320470402e-5	14	0.05333333333333334	(2.77e-05,5.1e-05]
10	1e3	0.08	1.5	0.475106465816068	5	15	4.5104634627894995e-5	15	0.05333333333333334	(2.77e-05,5.1e-05]
10	1e3	0.08	1.5	0.475106465816068	5	16	3.934744525205241e-5	16	0.05333333333333334	(2.77e-05,5.1e-05]
10	1e3	0.08	1.5	0.475106465816068	5	17	3.5024801131397104e-5	17	0.05333333333333334	(2.77e-05,5.1e-05]
10	1e3	0.08	1.5	0.475106465816068	5	18	4.5161712787590836e-5	18	0.05333333333333334	(2.77e-05,5.1e-05]
10	1e3	0.08	1.5	0.475106465816068	5	19	3.0900261907731646e-5	19	0.05333333333333334	(2.77e-05,5.1e-05]
10	1e3	0.08	1.5	0.475106465816068	5	20	2.3121358286787284e-5	20	0.05333333333333334	(1.35e-05,2.77e-05]
10	1e3	0.08	1.5	0.475106465816068	5	21	1.2169475652436746e-5	21	0.05333333333333334	(5.96e-06,1.35e-05]
10	1e3	0.08	1.5	0.475106465816068	5	22	5.503843910753469e-6	22	0.05333333333333334	(-3.41e-08,5.96e-06]
10	1e3	0.08	1.5	0.475106465816068	5	23	1.4980340873777315e-5	23	0.05333333333333334	(1.35e-05,2.77e-05]
10	1e3	0.08	1.5	0.475106465816068	5	24	1.944593371202388e-5	24	0.05333333333333334	(1.35e-05,2.77e-05]
10	1e3	0.08	1.5	0.475106465816068	5	25	6.276649160651366e-6	25	0.05333333333333334	(5.96e-06,1.35e-05]
10	1e3	0.08	1.5	0.475106465816068	5	26	-8.997206821138393e-7	26	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	27	1.3535539763655417e-6	27	0.05333333333333334	(-3.41e-08,5.96e-06]
10	1e3	0.08	1.5	0.475106465816068	5	28	1.0791313773454953e-5	28	0.05333333333333334	(5.96e-06,1.35e-05]
10	1e3	0.08	1.5	0.475106465816068	5	29	1.477228295092644e-5	29	0.05333333333333334	(1.35e-05,2.77e-05]
10	1e3	0.08	1.5	0.475106465816068	5	30	-6.1049351833275045e-6	30	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	31	-5.185075715754396e-6	31	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	32	-3.2507760919481992e-6	32	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	33	-9.532448715180627e-6	33	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	34	-1.488279840122577e-6	34	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	35	-7.306313317256363e-6	35	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	36	-9.484784567403055e-6	36	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	37	-1.944216431215609e-6	37	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	38	4.220075188877881e-6	38	0.05333333333333334	(-3.41e-08,5.96e-06]
10	1e3	0.08	1.5	0.475106465816068	5	39	-1.3366944042720368e-6	39	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	40	-5.775769828740082e-6	40	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	41	-1.2126364206642619e-6	41	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	42	-1.0957834272154161e-5	42	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	43	-7.804312432668844e-7	43	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	44	-3.683891118798928e-6	44	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	45	6.892021527907042e-6	45	0.05333333333333334	(5.96e-06,1.35e-05]
10	1e3	0.08	1.5	0.475106465816068	5	46	-2.044170397505579e-6	46	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	47	-5.30604859127109e-6	47	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	48	3.1485126405748005e-6	48	0.05333333333333334	(-3.41e-08,5.96e-06]
10	1e3	0.08	1.5	0.475106465816068	5	49	-3.0400801118188486e-6	49	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	1.5	0.475106465816068	5	50	-2.512443388952566e-7	50	0.05333333333333334	[-0.000794,-3.41e-08]
10	1e3	0.08	4.5	0.4999382950979567	5	6	7.149503446397686e-5	6	0.017777777777777778	(5.1e-05,8.43e-05]
10	1e3	0.08	4.5	0.4999382950979567	5	7	6.0300522209426535e-5	7	0.017777777777777778	(5.1e-05,8.43e-05]
